#    L    TT             EE             BB             TE             PP             TP             EP          
  1505   0.562156E+03   0.172358E+02   0.000000E+00   0.172893E+02   0.386931E-08   0.137514E-05   0.154884E-06
  1506   0.558398E+03   0.173763E+02   0.000000E+00   0.172237E+02   0.386501E-08   0.135978E-05   0.156467E-06
  1507   0.554657E+03   0.175161E+02   0.000000E+00   0.171454E+02   0.386073E-08   0.134434E-05   0.158030E-06
  1508   0.550935E+03   0.176552E+02   0.000000E+00   0.170544E+02   0.385645E-08   0.132881E-05   0.159571E-06
  1509   0.547233E+03   0.177934E+02   0.000000E+00   0.169508E+02   0.385218E-08   0.131322E-05   0.161092E-06
  1510   0.543549E+03   0.179308E+02   0.000000E+00   0.168347E+02   0.384791E-08   0.129755E-05   0.162592E-06
  1511   0.539886E+03   0.180672E+02   0.000000E+00   0.167062E+02   0.384365E-08   0.128183E-05   0.164070E-06
  1512   0.536245E+03   0.182027E+02   0.000000E+00   0.165655E+02   0.383940E-08   0.126606E-05   0.165527E-06
  1513   0.532626E+03   0.183372E+02   0.000000E+00   0.164128E+02   0.383515E-08   0.125024E-05   0.166962E-06
  1514   0.529031E+03   0.184706E+02   0.000000E+00   0.162480E+02   0.383092E-08   0.123438E-05   0.168376E-06
  1515   0.525460E+03   0.186029E+02   0.000000E+00   0.160715E+02   0.382669E-08   0.121849E-05   0.169768E-06
  1516   0.521914E+03   0.187342E+02   0.000000E+00   0.158832E+02   0.382246E-08   0.120258E-05   0.171137E-06
  1517   0.518393E+03   0.188642E+02   0.000000E+00   0.156833E+02   0.381825E-08   0.118665E-05   0.172485E-06
  1518   0.514899E+03   0.189929E+02   0.000000E+00   0.154721E+02   0.381404E-08   0.117071E-05   0.173810E-06
  1519   0.511432E+03   0.191204E+02   0.000000E+00   0.152496E+02   0.380984E-08   0.115477E-05   0.175114E-06
  1520   0.507992E+03   0.192465E+02   0.000000E+00   0.150159E+02   0.380564E-08   0.113883E-05   0.176394E-06
  1521   0.504581E+03   0.193712E+02   0.000000E+00   0.147712E+02   0.380145E-08   0.112290E-05   0.177652E-06
  1522   0.501198E+03   0.194945E+02   0.000000E+00   0.145158E+02   0.379727E-08   0.110698E-05   0.178887E-06
  1523   0.497845E+03   0.196163E+02   0.000000E+00   0.142497E+02   0.379310E-08   0.109110E-05   0.180099E-06
  1524   0.494522E+03   0.197365E+02   0.000000E+00   0.139730E+02   0.378893E-08   0.107524E-05   0.181288E-06
  1525   0.491229E+03   0.198550E+02   0.000000E+00   0.136860E+02   0.378477E-08   0.105942E-05   0.182454E-06
  1526   0.487969E+03   0.199720E+02   0.000000E+00   0.133889E+02   0.378061E-08   0.104365E-05   0.183597E-06
  1527   0.484740E+03   0.200873E+02   0.000000E+00   0.130818E+02   0.377647E-08   0.102793E-05   0.184716E-06
  1528   0.481544E+03   0.202008E+02   0.000000E+00   0.127650E+02   0.377232E-08   0.101227E-05   0.185811E-06
  1529   0.478382E+03   0.203125E+02   0.000000E+00   0.124386E+02   0.376819E-08   0.996672E-06   0.186883E-06
  1530   0.475254E+03   0.204223E+02   0.000000E+00   0.121028E+02   0.376406E-08   0.981150E-06   0.187930E-06
  1531   0.472160E+03   0.205303E+02   0.000000E+00   0.117579E+02   0.375994E-08   0.965708E-06   0.188954E-06
  1532   0.469102E+03   0.206363E+02   0.000000E+00   0.114039E+02   0.375583E-08   0.950352E-06   0.189954E-06
  1533   0.466080E+03   0.207402E+02   0.000000E+00   0.110412E+02   0.375172E-08   0.935091E-06   0.190929E-06
  1534   0.463094E+03   0.208421E+02   0.000000E+00   0.106699E+02   0.374762E-08   0.919931E-06   0.191880E-06
  1535   0.460145E+03   0.209419E+02   0.000000E+00   0.102903E+02   0.374353E-08   0.904879E-06   0.192806E-06
  1536   0.457234E+03   0.210395E+02   0.000000E+00   0.990254E+01   0.373945E-08   0.889941E-06   0.193707E-06
  1537   0.454360E+03   0.211348E+02   0.000000E+00   0.950682E+01   0.373537E-08   0.875126E-06   0.194584E-06
  1538   0.451526E+03   0.212280E+02   0.000000E+00   0.910341E+01   0.373129E-08   0.860439E-06   0.195435E-06
  1539   0.448731E+03   0.213187E+02   0.000000E+00   0.869257E+01   0.372723E-08   0.845887E-06   0.196262E-06
  1540   0.445976E+03   0.214071E+02   0.000000E+00   0.827462E+01   0.372317E-08   0.831479E-06   0.197063E-06
  1541   0.443261E+03   0.214931E+02   0.000000E+00   0.784965E+01   0.371911E-08   0.817220E-06   0.197839E-06
  1542   0.440588E+03   0.215766E+02   0.000000E+00   0.741807E+01   0.371507E-08   0.803117E-06   0.198589E-06
  1543   0.437956E+03   0.216575E+02   0.000000E+00   0.698005E+01   0.371103E-08   0.789179E-06   0.199314E-06
  1544   0.435367E+03   0.217360E+02   0.000000E+00   0.653592E+01   0.370700E-08   0.775410E-06   0.200012E-06
  1545   0.432821E+03   0.218118E+02   0.000000E+00   0.608592E+01   0.370297E-08   0.761819E-06   0.200685E-06
  1546   0.430318E+03   0.218849E+02   0.000000E+00   0.563030E+01   0.369895E-08   0.748413E-06   0.201332E-06
  1547   0.427860E+03   0.219553E+02   0.000000E+00   0.516932E+01   0.369494E-08   0.735198E-06   0.201952E-06
  1548   0.425445E+03   0.220230E+02   0.000000E+00   0.470329E+01   0.369093E-08   0.722181E-06   0.202546E-06
  1549   0.423075E+03   0.220879E+02   0.000000E+00   0.423246E+01   0.368693E-08   0.709369E-06   0.203114E-06
  1550   0.420751E+03   0.221499E+02   0.000000E+00   0.375708E+01   0.368294E-08   0.696770E-06   0.203655E-06
  1551   0.418472E+03   0.222090E+02   0.000000E+00   0.327746E+01   0.367895E-08   0.684388E-06   0.204169E-06
  1552   0.416238E+03   0.222651E+02   0.000000E+00   0.279371E+01   0.367497E-08   0.672220E-06   0.204656E-06
  1553   0.414051E+03   0.223184E+02   0.000000E+00   0.230611E+01   0.367099E-08   0.660261E-06   0.205117E-06
  1554   0.411910E+03   0.223688E+02   0.000000E+00   0.181466E+01   0.366703E-08   0.648507E-06   0.205552E-06
  1555   0.409814E+03   0.224161E+02   0.000000E+00   0.131964E+01   0.366306E-08   0.636953E-06   0.205961E-06
  1556   0.407764E+03   0.224605E+02   0.000000E+00   0.821137E+00   0.365911E-08   0.625593E-06   0.206344E-06
  1557   0.405760E+03   0.225020E+02   0.000000E+00   0.319414E+00   0.365516E-08   0.614423E-06   0.206701E-06
  1558   0.403802E+03   0.225405E+02   0.000000E+00  -0.185426E+00   0.365122E-08   0.603438E-06   0.207033E-06
  1559   0.401891E+03   0.225761E+02   0.000000E+00  -0.693129E+00   0.364728E-08   0.592633E-06   0.207339E-06
  1560   0.400026E+03   0.226086E+02   0.000000E+00  -0.120366E+01   0.364335E-08   0.582004E-06   0.207621E-06
  1561   0.398206E+03   0.226382E+02   0.000000E+00  -0.171663E+01   0.363943E-08   0.571544E-06   0.207877E-06
  1562   0.396433E+03   0.226648E+02   0.000000E+00  -0.223200E+01   0.363551E-08   0.561250E-06   0.208109E-06
  1563   0.394706E+03   0.226885E+02   0.000000E+00  -0.274951E+01   0.363161E-08   0.551117E-06   0.208316E-06
  1564   0.393025E+03   0.227091E+02   0.000000E+00  -0.326899E+01   0.362770E-08   0.541139E-06   0.208498E-06
  1565   0.391390E+03   0.227268E+02   0.000000E+00  -0.379018E+01   0.362380E-08   0.531311E-06   0.208657E-06
  1566   0.389802E+03   0.227415E+02   0.000000E+00  -0.431298E+01   0.361991E-08   0.521630E-06   0.208791E-06
  1567   0.388258E+03   0.227532E+02   0.000000E+00  -0.483713E+01   0.361603E-08   0.512090E-06   0.208902E-06
  1568   0.386760E+03   0.227620E+02   0.000000E+00  -0.536253E+01   0.361215E-08   0.502685E-06   0.208988E-06
  1569   0.385309E+03   0.227677E+02   0.000000E+00  -0.588886E+01   0.360828E-08   0.493412E-06   0.209052E-06
  1570   0.383901E+03   0.227704E+02   0.000000E+00  -0.641592E+01   0.360441E-08   0.484265E-06   0.209092E-06
  1571   0.382541E+03   0.227701E+02   0.000000E+00  -0.694359E+01   0.360055E-08   0.475239E-06   0.209109E-06
  1572   0.381224E+03   0.227669E+02   0.000000E+00  -0.747164E+01   0.359670E-08   0.466330E-06   0.209103E-06
  1573   0.379952E+03   0.227607E+02   0.000000E+00  -0.799983E+01   0.359285E-08   0.457532E-06   0.209074E-06
  1574   0.378725E+03   0.227514E+02   0.000000E+00  -0.852792E+01   0.358901E-08   0.448841E-06   0.209023E-06
  1575   0.377543E+03   0.227393E+02   0.000000E+00  -0.905568E+01   0.358518E-08   0.440252E-06   0.208949E-06
  1576   0.376404E+03   0.227242E+02   0.000000E+00  -0.958286E+01   0.358135E-08   0.431760E-06   0.208854E-06
  1577   0.375310E+03   0.227062E+02   0.000000E+00  -0.101093E+02   0.357752E-08   0.423360E-06   0.208736E-06
  1578   0.374260E+03   0.226853E+02   0.000000E+00  -0.106346E+02   0.357371E-08   0.415047E-06   0.208596E-06
  1579   0.373254E+03   0.226614E+02   0.000000E+00  -0.111586E+02   0.356990E-08   0.406816E-06   0.208435E-06
  1580   0.372291E+03   0.226347E+02   0.000000E+00  -0.116812E+02   0.356609E-08   0.398662E-06   0.208252E-06
  1581   0.371371E+03   0.226051E+02   0.000000E+00  -0.122020E+02   0.356230E-08   0.390581E-06   0.208048E-06
  1582   0.370495E+03   0.225727E+02   0.000000E+00  -0.127209E+02   0.355851E-08   0.382568E-06   0.207823E-06
  1583   0.369660E+03   0.225375E+02   0.000000E+00  -0.132376E+02   0.355472E-08   0.374617E-06   0.207577E-06
  1584   0.368868E+03   0.224994E+02   0.000000E+00  -0.137519E+02   0.355094E-08   0.366724E-06   0.207310E-06
  1585   0.368116E+03   0.224584E+02   0.000000E+00  -0.142635E+02   0.354717E-08   0.358884E-06   0.207023E-06
  1586   0.367407E+03   0.224147E+02   0.000000E+00  -0.147724E+02   0.354340E-08   0.351092E-06   0.206715E-06
  1587   0.366738E+03   0.223681E+02   0.000000E+00  -0.152781E+02   0.353964E-08   0.343344E-06   0.206387E-06
  1588   0.366109E+03   0.223188E+02   0.000000E+00  -0.157805E+02   0.353588E-08   0.335633E-06   0.206040E-06
  1589   0.365519E+03   0.222667E+02   0.000000E+00  -0.162794E+02   0.353213E-08   0.327956E-06   0.205672E-06
  1590   0.364970E+03   0.222119E+02   0.000000E+00  -0.167745E+02   0.352839E-08   0.320307E-06   0.205285E-06
  1591   0.364459E+03   0.221545E+02   0.000000E+00  -0.172655E+02   0.352465E-08   0.312682E-06   0.204878E-06
  1592   0.363986E+03   0.220943E+02   0.000000E+00  -0.177523E+02   0.352092E-08   0.305075E-06   0.204452E-06
  1593   0.363552E+03   0.220314E+02   0.000000E+00  -0.182345E+02   0.351719E-08   0.297482E-06   0.204007E-06
  1594   0.363155E+03   0.219660E+02   0.000000E+00  -0.187120E+02   0.351348E-08   0.289898E-06   0.203544E-06
  1595   0.362795E+03   0.218979E+02   0.000000E+00  -0.191845E+02   0.350976E-08   0.282318E-06   0.203061E-06
  1596   0.362470E+03   0.218272E+02   0.000000E+00  -0.196518E+02   0.350605E-08   0.274738E-06   0.202560E-06
  1597   0.362182E+03   0.217541E+02   0.000000E+00  -0.201135E+02   0.350235E-08   0.267151E-06   0.202041E-06
  1598   0.361929E+03   0.216784E+02   0.000000E+00  -0.205696E+02   0.349866E-08   0.259554E-06   0.201503E-06
  1599   0.361710E+03   0.216002E+02   0.000000E+00  -0.210196E+02   0.349497E-08   0.251941E-06   0.200948E-06
  1600   0.361525E+03   0.215196E+02   0.000000E+00  -0.214635E+02   0.349128E-08   0.244308E-06   0.200375E-06
  1601   0.361374E+03   0.214365E+02   0.000000E+00  -0.219009E+02   0.348760E-08   0.236650E-06   0.199784E-06
  1602   0.361255E+03   0.213511E+02   0.000000E+00  -0.223318E+02   0.348393E-08   0.228970E-06   0.199175E-06
  1603   0.361169E+03   0.212633E+02   0.000000E+00  -0.227561E+02   0.348026E-08   0.221270E-06   0.198550E-06
  1604   0.361114E+03   0.211731E+02   0.000000E+00  -0.231736E+02   0.347660E-08   0.213551E-06   0.197907E-06
  1605   0.361092E+03   0.210806E+02   0.000000E+00  -0.235845E+02   0.347295E-08   0.205817E-06   0.197247E-06
  1606   0.361100E+03   0.209858E+02   0.000000E+00  -0.239884E+02   0.346930E-08   0.198070E-06   0.196571E-06
  1607   0.361139E+03   0.208888E+02   0.000000E+00  -0.243854E+02   0.346566E-08   0.190313E-06   0.195877E-06
  1608   0.361207E+03   0.207894E+02   0.000000E+00  -0.247754E+02   0.346202E-08   0.182547E-06   0.195167E-06
  1609   0.361306E+03   0.206878E+02   0.000000E+00  -0.251581E+02   0.345839E-08   0.174776E-06   0.194441E-06
  1610   0.361433E+03   0.205840E+02   0.000000E+00  -0.255338E+02   0.345476E-08   0.167002E-06   0.193698E-06
  1611   0.361589E+03   0.204783E+02   0.000000E+00  -0.259020E+02   0.345114E-08   0.159227E-06   0.192939E-06
  1612   0.361774E+03   0.203704E+02   0.000000E+00  -0.262628E+02   0.344753E-08   0.151453E-06   0.192164E-06
  1613   0.361986E+03   0.202605E+02   0.000000E+00  -0.266161E+02   0.344392E-08   0.143685E-06   0.191374E-06
  1614   0.362225E+03   0.201486E+02   0.000000E+00  -0.269617E+02   0.344032E-08   0.135922E-06   0.190567E-06
  1615   0.362490E+03   0.200349E+02   0.000000E+00  -0.272996E+02   0.343672E-08   0.128169E-06   0.189745E-06
  1616   0.362781E+03   0.199192E+02   0.000000E+00  -0.276299E+02   0.343313E-08   0.120428E-06   0.188908E-06
  1617   0.363098E+03   0.198016E+02   0.000000E+00  -0.279522E+02   0.342954E-08   0.112701E-06   0.188055E-06
  1618   0.363439E+03   0.196823E+02   0.000000E+00  -0.282666E+02   0.342596E-08   0.104991E-06   0.187187E-06
  1619   0.363804E+03   0.195611E+02   0.000000E+00  -0.285731E+02   0.342239E-08   0.972992E-07   0.186304E-06
  1620   0.364193E+03   0.194383E+02   0.000000E+00  -0.288714E+02   0.341882E-08   0.896293E-07   0.185407E-06
  1621   0.364604E+03   0.193137E+02   0.000000E+00  -0.291617E+02   0.341525E-08   0.819835E-07   0.184494E-06
  1622   0.365037E+03   0.191875E+02   0.000000E+00  -0.294438E+02   0.341170E-08   0.743641E-07   0.183567E-06
  1623   0.365491E+03   0.190597E+02   0.000000E+00  -0.297176E+02   0.340814E-08   0.667737E-07   0.182626E-06
  1624   0.365965E+03   0.189303E+02   0.000000E+00  -0.299831E+02   0.340460E-08   0.592147E-07   0.181670E-06
  1625   0.366460E+03   0.187994E+02   0.000000E+00  -0.302401E+02   0.340106E-08   0.516895E-07   0.180700E-06
  1626   0.366974E+03   0.186672E+02   0.000000E+00  -0.304888E+02   0.339752E-08   0.442007E-07   0.179717E-06
  1627   0.367506E+03   0.185335E+02   0.000000E+00  -0.307289E+02   0.339399E-08   0.367508E-07   0.178719E-06
  1628   0.368056E+03   0.183985E+02   0.000000E+00  -0.309603E+02   0.339047E-08   0.293421E-07   0.177708E-06
  1629   0.368622E+03   0.182623E+02   0.000000E+00  -0.311832E+02   0.338695E-08   0.219771E-07   0.176683E-06
  1630   0.369205E+03   0.181247E+02   0.000000E+00  -0.313972E+02   0.338344E-08   0.146584E-07   0.175645E-06
  1631   0.369803E+03   0.179861E+02   0.000000E+00  -0.316026E+02   0.337993E-08   0.738838E-08   0.174593E-06
  1632   0.370416E+03   0.178462E+02   0.000000E+00  -0.317992E+02   0.337643E-08   0.169495E-09   0.173529E-06
  1633   0.371042E+03   0.177054E+02   0.000000E+00  -0.319869E+02   0.337293E-08  -0.699577E-08   0.172451E-06
  1634   0.371682E+03   0.175635E+02   0.000000E+00  -0.321657E+02   0.336944E-08  -0.141049E-07   0.171360E-06
  1635   0.372333E+03   0.174206E+02   0.000000E+00  -0.323357E+02   0.336596E-08  -0.211556E-07   0.170257E-06
  1636   0.372995E+03   0.172768E+02   0.000000E+00  -0.324966E+02   0.336248E-08  -0.281452E-07   0.169142E-06
  1637   0.373668E+03   0.171322E+02   0.000000E+00  -0.326486E+02   0.335900E-08  -0.350713E-07   0.168014E-06
  1638   0.374351E+03   0.169868E+02   0.000000E+00  -0.327915E+02   0.335553E-08  -0.419314E-07   0.166873E-06
  1639   0.375042E+03   0.168407E+02   0.000000E+00  -0.329253E+02   0.335207E-08  -0.487232E-07   0.165721E-06
  1640   0.375741E+03   0.166940E+02   0.000000E+00  -0.330501E+02   0.334861E-08  -0.554440E-07   0.164557E-06
  1641   0.376447E+03   0.165468E+02   0.000000E+00  -0.331657E+02   0.334516E-08  -0.620915E-07   0.163380E-06
  1642   0.377159E+03   0.163990E+02   0.000000E+00  -0.332721E+02   0.334171E-08  -0.686632E-07   0.162192E-06
  1643   0.377876E+03   0.162508E+02   0.000000E+00  -0.333694E+02   0.333827E-08  -0.751566E-07   0.160993E-06
  1644   0.378598E+03   0.161024E+02   0.000000E+00  -0.334576E+02   0.333483E-08  -0.815692E-07   0.159782E-06
  1645   0.379323E+03   0.159536E+02   0.000000E+00  -0.335365E+02   0.333140E-08  -0.878986E-07   0.158560E-06
  1646   0.380051E+03   0.158045E+02   0.000000E+00  -0.336062E+02   0.332798E-08  -0.941423E-07   0.157327E-06
  1647   0.380780E+03   0.156553E+02   0.000000E+00  -0.336668E+02   0.332456E-08  -0.100298E-06   0.156083E-06
  1648   0.381509E+03   0.155060E+02   0.000000E+00  -0.337181E+02   0.332114E-08  -0.106363E-06   0.154828E-06
  1649   0.382239E+03   0.153566E+02   0.000000E+00  -0.337602E+02   0.331773E-08  -0.112335E-06   0.153563E-06
  1650   0.382966E+03   0.152073E+02   0.000000E+00  -0.337930E+02   0.331433E-08  -0.118211E-06   0.152287E-06
  1651   0.383692E+03   0.150580E+02   0.000000E+00  -0.338167E+02   0.331093E-08  -0.123989E-06   0.151000E-06
  1652   0.384415E+03   0.149090E+02   0.000000E+00  -0.338312E+02   0.330753E-08  -0.129666E-06   0.149704E-06
  1653   0.385135E+03   0.147601E+02   0.000000E+00  -0.338366E+02   0.330415E-08  -0.135241E-06   0.148397E-06
  1654   0.385852E+03   0.146113E+02   0.000000E+00  -0.338329E+02   0.330076E-08  -0.140709E-06   0.147080E-06
  1655   0.386564E+03   0.144628E+02   0.000000E+00  -0.338201E+02   0.329739E-08  -0.146068E-06   0.145754E-06
  1656   0.387271E+03   0.143146E+02   0.000000E+00  -0.337985E+02   0.329401E-08  -0.151316E-06   0.144418E-06
  1657   0.387975E+03   0.141668E+02   0.000000E+00  -0.337678E+02   0.329065E-08  -0.156450E-06   0.143072E-06
  1658   0.388673E+03   0.140192E+02   0.000000E+00  -0.337282E+02   0.328728E-08  -0.161468E-06   0.141717E-06
  1659   0.389365E+03   0.138721E+02   0.000000E+00  -0.336799E+02   0.328393E-08  -0.166366E-06   0.140354E-06
  1660   0.390051E+03   0.137254E+02   0.000000E+00  -0.336227E+02   0.328058E-08  -0.171141E-06   0.138981E-06
  1661   0.390731E+03   0.135791E+02   0.000000E+00  -0.335570E+02   0.327723E-08  -0.175793E-06   0.137599E-06
  1662   0.391402E+03   0.134334E+02   0.000000E+00  -0.334825E+02   0.327389E-08  -0.180317E-06   0.136208E-06
  1663   0.392067E+03   0.132881E+02   0.000000E+00  -0.333996E+02   0.327055E-08  -0.184710E-06   0.134809E-06
  1664   0.392724E+03   0.131435E+02   0.000000E+00  -0.333082E+02   0.326722E-08  -0.188972E-06   0.133402E-06
  1665   0.393372E+03   0.129995E+02   0.000000E+00  -0.332083E+02   0.326390E-08  -0.193097E-06   0.131986E-06
  1666   0.394011E+03   0.128560E+02   0.000000E+00  -0.331001E+02   0.326058E-08  -0.197085E-06   0.130562E-06
  1667   0.394641E+03   0.127134E+02   0.000000E+00  -0.329838E+02   0.325726E-08  -0.200932E-06   0.129131E-06
  1668   0.395261E+03   0.125714E+02   0.000000E+00  -0.328592E+02   0.325395E-08  -0.204636E-06   0.127691E-06
  1669   0.395870E+03   0.124301E+02   0.000000E+00  -0.327266E+02   0.325065E-08  -0.208194E-06   0.126244E-06
  1670   0.396468E+03   0.122897E+02   0.000000E+00  -0.325860E+02   0.324735E-08  -0.211603E-06   0.124789E-06
  1671   0.397055E+03   0.121501E+02   0.000000E+00  -0.324375E+02   0.324405E-08  -0.214860E-06   0.123327E-06
  1672   0.397630E+03   0.120114E+02   0.000000E+00  -0.322812E+02   0.324077E-08  -0.217964E-06   0.121858E-06
  1673   0.398192E+03   0.118735E+02   0.000000E+00  -0.321174E+02   0.323748E-08  -0.220911E-06   0.120382E-06
  1674   0.398742E+03   0.117367E+02   0.000000E+00  -0.319460E+02   0.323420E-08  -0.223698E-06   0.118899E-06
  1675   0.399278E+03   0.116009E+02   0.000000E+00  -0.317672E+02   0.323093E-08  -0.226324E-06   0.117409E-06
  1676   0.399801E+03   0.114662E+02   0.000000E+00  -0.315812E+02   0.322766E-08  -0.228784E-06   0.115913E-06
  1677   0.400310E+03   0.113327E+02   0.000000E+00  -0.313880E+02   0.322440E-08  -0.231078E-06   0.114410E-06
  1678   0.400805E+03   0.112004E+02   0.000000E+00  -0.311878E+02   0.322114E-08  -0.233201E-06   0.112901E-06
  1679   0.401283E+03   0.110692E+02   0.000000E+00  -0.309808E+02   0.321788E-08  -0.235152E-06   0.111386E-06
  1680   0.401746E+03   0.109394E+02   0.000000E+00  -0.307669E+02   0.321463E-08  -0.236927E-06   0.109865E-06
  1681   0.402195E+03   0.108107E+02   0.000000E+00  -0.305464E+02   0.321139E-08  -0.238524E-06   0.108338E-06
  1682   0.402625E+03   0.106835E+02   0.000000E+00  -0.303195E+02   0.320815E-08  -0.239941E-06   0.106806E-06
  1683   0.403039E+03   0.105576E+02   0.000000E+00  -0.300861E+02   0.320492E-08  -0.241174E-06   0.105267E-06
  1684   0.403435E+03   0.104331E+02   0.000000E+00  -0.298465E+02   0.320169E-08  -0.242222E-06   0.103724E-06
  1685   0.403814E+03   0.103101E+02   0.000000E+00  -0.296009E+02   0.319847E-08  -0.243080E-06   0.102175E-06
  1686   0.404174E+03   0.101886E+02   0.000000E+00  -0.293493E+02   0.319525E-08  -0.243747E-06   0.100622E-06
  1687   0.404515E+03   0.100685E+02   0.000000E+00  -0.290920E+02   0.319203E-08  -0.244220E-06   0.990632E-07
  1688   0.404837E+03   0.995010E+01   0.000000E+00  -0.288291E+02   0.318882E-08  -0.244497E-06   0.974998E-07
  1689   0.405140E+03   0.983323E+01   0.000000E+00  -0.285607E+02   0.318562E-08  -0.244574E-06   0.959319E-07
  1690   0.405422E+03   0.971813E+01   0.000000E+00  -0.282871E+02   0.318242E-08  -0.244449E-06   0.943596E-07
  1691   0.405683E+03   0.960471E+01   0.000000E+00  -0.280084E+02   0.317923E-08  -0.244119E-06   0.927829E-07
  1692   0.405924E+03   0.949303E+01   0.000000E+00  -0.277247E+02   0.317604E-08  -0.243582E-06   0.912021E-07
  1693   0.406142E+03   0.938310E+01   0.000000E+00  -0.274363E+02   0.317285E-08  -0.242835E-06   0.896174E-07
  1694   0.406340E+03   0.927506E+01   0.000000E+00  -0.271432E+02   0.316967E-08  -0.241875E-06   0.880288E-07
  1695   0.406514E+03   0.916890E+01   0.000000E+00  -0.268458E+02   0.316650E-08  -0.240700E-06   0.864365E-07
  1696   0.406666E+03   0.906453E+01   0.000000E+00  -0.265441E+02   0.316333E-08  -0.239307E-06   0.848407E-07
  1697   0.406795E+03   0.896217E+01   0.000000E+00  -0.262383E+02   0.316017E-08  -0.237693E-06   0.832415E-07
  1698   0.406899E+03   0.886175E+01   0.000000E+00  -0.259286E+02   0.315701E-08  -0.235856E-06   0.816391E-07
  1699   0.406980E+03   0.876333E+01   0.000000E+00  -0.256153E+02   0.315385E-08  -0.233793E-06   0.800336E-07
  1700   0.407036E+03   0.866705E+01   0.000000E+00  -0.252984E+02   0.315070E-08  -0.231501E-06   0.784252E-07
  1701   0.407068E+03   0.857276E+01   0.000000E+00  -0.249782E+02   0.314756E-08  -0.228978E-06   0.768140E-07
  1702   0.407074E+03   0.848063E+01   0.000000E+00  -0.246549E+02   0.314442E-08  -0.226228E-06   0.752002E-07
  1703   0.407056E+03   0.839072E+01   0.000000E+00  -0.243286E+02   0.314128E-08  -0.223253E-06   0.735839E-07
  1704   0.407013E+03   0.830283E+01   0.000000E+00  -0.239993E+02   0.313815E-08  -0.220058E-06   0.719654E-07
  1705   0.406946E+03   0.821723E+01   0.000000E+00  -0.236673E+02   0.313502E-08  -0.216644E-06   0.703446E-07
  1706   0.406853E+03   0.813374E+01   0.000000E+00  -0.233326E+02   0.313190E-08  -0.213016E-06   0.687219E-07
  1707   0.406735E+03   0.805238E+01   0.000000E+00  -0.229952E+02   0.312878E-08  -0.209178E-06   0.670972E-07
  1708   0.406591E+03   0.797327E+01   0.000000E+00  -0.226555E+02   0.312567E-08  -0.205132E-06   0.654709E-07
  1709   0.406424E+03   0.789630E+01   0.000000E+00  -0.223133E+02   0.312257E-08  -0.200882E-06   0.638430E-07
  1710   0.406230E+03   0.782159E+01   0.000000E+00  -0.219689E+02   0.311946E-08  -0.196431E-06   0.622137E-07
  1711   0.406012E+03   0.774902E+01   0.000000E+00  -0.216224E+02   0.311637E-08  -0.191784E-06   0.605831E-07
  1712   0.405768E+03   0.767862E+01   0.000000E+00  -0.212739E+02   0.311327E-08  -0.186943E-06   0.589515E-07
  1713   0.405499E+03   0.761045E+01   0.000000E+00  -0.209236E+02   0.311019E-08  -0.181911E-06   0.573188E-07
  1714   0.405206E+03   0.754445E+01   0.000000E+00  -0.205714E+02   0.310710E-08  -0.176693E-06   0.556854E-07
  1715   0.404887E+03   0.748068E+01   0.000000E+00  -0.202177E+02   0.310402E-08  -0.171291E-06   0.540513E-07
  1716   0.404543E+03   0.741916E+01   0.000000E+00  -0.198626E+02   0.310095E-08  -0.165709E-06   0.524166E-07
  1717   0.404174E+03   0.735986E+01   0.000000E+00  -0.195061E+02   0.309788E-08  -0.159951E-06   0.507817E-07
  1718   0.403780E+03   0.730274E+01   0.000000E+00  -0.191485E+02   0.309481E-08  -0.154019E-06   0.491465E-07
  1719   0.403361E+03   0.724785E+01   0.000000E+00  -0.187898E+02   0.309175E-08  -0.147918E-06   0.475113E-07
  1720   0.402917E+03   0.719514E+01   0.000000E+00  -0.184303E+02   0.308870E-08  -0.141651E-06   0.458761E-07
  1721   0.402449E+03   0.714473E+01   0.000000E+00  -0.180700E+02   0.308565E-08  -0.135220E-06   0.442413E-07
  1722   0.401956E+03   0.709650E+01   0.000000E+00  -0.177091E+02   0.308260E-08  -0.128630E-06   0.426068E-07
  1723   0.401439E+03   0.705057E+01   0.000000E+00  -0.173479E+02   0.307956E-08  -0.121884E-06   0.409728E-07
  1724   0.400897E+03   0.700683E+01   0.000000E+00  -0.169864E+02   0.307652E-08  -0.114986E-06   0.393396E-07
  1725   0.400331E+03   0.696531E+01   0.000000E+00  -0.166248E+02   0.307349E-08  -0.107938E-06   0.377072E-07
  1726   0.399741E+03   0.692599E+01   0.000000E+00  -0.162632E+02   0.307046E-08  -0.100745E-06   0.360758E-07
  1727   0.399127E+03   0.688896E+01   0.000000E+00  -0.159018E+02   0.306744E-08  -0.934093E-07   0.344455E-07
  1728   0.398489E+03   0.685405E+01   0.000000E+00  -0.155407E+02   0.306442E-08  -0.859347E-07   0.328166E-07
  1729   0.397827E+03   0.682144E+01   0.000000E+00  -0.151803E+02   0.306141E-08  -0.783246E-07   0.311891E-07
  1730   0.397141E+03   0.679102E+01   0.000000E+00  -0.148204E+02   0.305840E-08  -0.705825E-07   0.295632E-07
  1731   0.396432E+03   0.676275E+01   0.000000E+00  -0.144613E+02   0.305539E-08  -0.627117E-07   0.279391E-07
  1732   0.395699E+03   0.673668E+01   0.000000E+00  -0.141032E+02   0.305239E-08  -0.547158E-07   0.263169E-07
