#    L    TT             EE             BB             TE             PP             TP             EP          
   230   0.558931E+04   0.113820E+01   0.000000E+00   0.316736E+02   0.540051E-07   0.117853E-03   0.224110E-07
   231   0.558012E+04   0.117864E+01   0.000000E+00   0.333663E+02   0.537668E-07   0.116900E-03   0.354560E-07
   232   0.557032E+04   0.122093E+01   0.000000E+00   0.350612E+02   0.535302E-07   0.115954E-03   0.484641E-07
   233   0.555989E+04   0.126512E+01   0.000000E+00   0.367575E+02   0.532953E-07   0.115015E-03   0.614404E-07
   234   0.554885E+04   0.131121E+01   0.000000E+00   0.384545E+02   0.530622E-07   0.114084E-03   0.743901E-07
   235   0.553719E+04   0.135923E+01   0.000000E+00   0.401514E+02   0.528306E-07   0.113159E-03   0.873182E-07
   236   0.552492E+04   0.140921E+01   0.000000E+00   0.418475E+02   0.526008E-07   0.112241E-03   0.100230E-06
   237   0.551204E+04   0.146115E+01   0.000000E+00   0.435420E+02   0.523725E-07   0.111331E-03   0.113130E-06
   238   0.549857E+04   0.151509E+01   0.000000E+00   0.452341E+02   0.521459E-07   0.110427E-03   0.126024E-06
   239   0.548450E+04   0.157103E+01   0.000000E+00   0.469231E+02   0.519209E-07   0.109530E-03   0.138917E-06
   240   0.546983E+04   0.162901E+01   0.000000E+00   0.486080E+02   0.516975E-07   0.108639E-03   0.151814E-06
   241   0.545457E+04   0.168905E+01   0.000000E+00   0.502883E+02   0.514756E-07   0.107755E-03   0.164720E-06
   242   0.543874E+04   0.175114E+01   0.000000E+00   0.519630E+02   0.512552E-07   0.106878E-03   0.177640E-06
   243   0.542232E+04   0.181533E+01   0.000000E+00   0.536313E+02   0.510364E-07   0.106008E-03   0.190580E-06
   244   0.540534E+04   0.188160E+01   0.000000E+00   0.552927E+02   0.508191E-07   0.105144E-03   0.203544E-06
   245   0.538779E+04   0.195000E+01   0.000000E+00   0.569463E+02   0.506032E-07   0.104286E-03   0.216537E-06
   246   0.536968E+04   0.202051E+01   0.000000E+00   0.585912E+02   0.503889E-07   0.103434E-03   0.229565E-06
   247   0.535103E+04   0.209315E+01   0.000000E+00   0.602269E+02   0.501760E-07   0.102589E-03   0.242633E-06
   248   0.533183E+04   0.216796E+01   0.000000E+00   0.618523E+02   0.499645E-07   0.101750E-03   0.255745E-06
   249   0.531210E+04   0.224491E+01   0.000000E+00   0.634669E+02   0.497544E-07   0.100918E-03   0.268907E-06
   250   0.529183E+04   0.232404E+01   0.000000E+00   0.650698E+02   0.495458E-07   0.100091E-03   0.282125E-06
   251   0.527104E+04   0.240534E+01   0.000000E+00   0.666601E+02   0.493385E-07   0.992702E-04   0.295401E-06
   252   0.524972E+04   0.248881E+01   0.000000E+00   0.682371E+02   0.491326E-07   0.984556E-04   0.308733E-06
   253   0.522788E+04   0.257445E+01   0.000000E+00   0.698001E+02   0.489281E-07   0.976468E-04   0.322117E-06
   254   0.520553E+04   0.266227E+01   0.000000E+00   0.713482E+02   0.487248E-07   0.968439E-04   0.335550E-06
   255   0.518267E+04   0.275226E+01   0.000000E+00   0.728808E+02   0.485230E-07   0.960469E-04   0.349027E-06
   256   0.515929E+04   0.284442E+01   0.000000E+00   0.743971E+02   0.483225E-07   0.952556E-04   0.362545E-06
   257   0.513542E+04   0.293874E+01   0.000000E+00   0.758966E+02   0.481232E-07   0.944700E-04   0.376099E-06
   258   0.511107E+04   0.303522E+01   0.000000E+00   0.773782E+02   0.479253E-07   0.936901E-04   0.389686E-06
   259   0.508625E+04   0.313387E+01   0.000000E+00   0.788424E+02   0.477287E-07   0.929158E-04   0.403301E-06
   260   0.506098E+04   0.323466E+01   0.000000E+00   0.802871E+02   0.475334E-07   0.921471E-04   0.416941E-06
   261   0.503526E+04   0.333759E+01   0.000000E+00   0.817130E+02   0.473393E-07   0.913839E-04   0.430602E-06
   262   0.500912E+04   0.344266E+01   0.000000E+00   0.831188E+02   0.471465E-07   0.906262E-04   0.444280E-06
   263   0.498256E+04   0.354986E+01   0.000000E+00   0.845043E+02   0.469550E-07   0.898739E-04   0.457971E-06
   264   0.495559E+04   0.365917E+01   0.000000E+00   0.858683E+02   0.467647E-07   0.891270E-04   0.471671E-06
   265   0.492822E+04   0.377058E+01   0.000000E+00   0.872114E+02   0.465757E-07   0.883853E-04   0.485376E-06
   266   0.490045E+04   0.388407E+01   0.000000E+00   0.885314E+02   0.463878E-07   0.876490E-04   0.499083E-06
   267   0.487230E+04   0.399962E+01   0.000000E+00   0.898278E+02   0.462012E-07   0.869178E-04   0.512786E-06
   268   0.484377E+04   0.411721E+01   0.000000E+00   0.911012E+02   0.460158E-07   0.861919E-04   0.526483E-06
   269   0.481485E+04   0.423683E+01   0.000000E+00   0.923495E+02   0.458315E-07   0.854710E-04   0.540170E-06
   270   0.478557E+04   0.435846E+01   0.000000E+00   0.935735E+02   0.456485E-07   0.847552E-04   0.553842E-06
   271   0.475593E+04   0.448207E+01   0.000000E+00   0.947709E+02   0.454666E-07   0.840444E-04   0.567495E-06
   272   0.472595E+04   0.460766E+01   0.000000E+00   0.959426E+02   0.452859E-07   0.833385E-04   0.581127E-06
   273   0.469564E+04   0.473516E+01   0.000000E+00   0.970870E+02   0.451063E-07   0.826376E-04   0.594732E-06
   274   0.466499E+04   0.486459E+01   0.000000E+00   0.982051E+02   0.449279E-07   0.819416E-04   0.608307E-06
   275   0.463404E+04   0.499589E+01   0.000000E+00   0.992946E+02   0.447506E-07   0.812503E-04   0.621847E-06
   276   0.460279E+04   0.512906E+01   0.000000E+00   0.100356E+03   0.445744E-07   0.805638E-04   0.635350E-06
   277   0.457125E+04   0.526406E+01   0.000000E+00   0.101389E+03   0.443994E-07   0.798821E-04   0.648811E-06
   278   0.453944E+04   0.540086E+01   0.000000E+00   0.102391E+03   0.442254E-07   0.792049E-04   0.662226E-06
   279   0.450735E+04   0.553942E+01   0.000000E+00   0.103364E+03   0.440525E-07   0.785324E-04   0.675591E-06
   280   0.447502E+04   0.567970E+01   0.000000E+00   0.104307E+03   0.438807E-07   0.778644E-04   0.688903E-06
   281   0.444243E+04   0.582169E+01   0.000000E+00   0.105219E+03   0.437099E-07   0.772010E-04   0.702157E-06
   282   0.440962E+04   0.596533E+01   0.000000E+00   0.106100E+03   0.435403E-07   0.765420E-04   0.715349E-06
   283   0.437659E+04   0.611059E+01   0.000000E+00   0.106948E+03   0.433716E-07   0.758874E-04   0.728476E-06
   284   0.434334E+04   0.625744E+01   0.000000E+00   0.107764E+03   0.432040E-07   0.752372E-04   0.741534E-06
   285   0.430989E+04   0.640582E+01   0.000000E+00   0.108548E+03   0.430374E-07   0.745913E-04   0.754518E-06
   286   0.427625E+04   0.655572E+01   0.000000E+00   0.109298E+03   0.428719E-07   0.739496E-04   0.767425E-06
   287   0.424244E+04   0.670706E+01   0.000000E+00   0.110016E+03   0.427073E-07   0.733121E-04   0.780251E-06
   288   0.420847E+04   0.685983E+01   0.000000E+00   0.110699E+03   0.425437E-07   0.726788E-04   0.792992E-06
   289   0.417433E+04   0.701396E+01   0.000000E+00   0.111348E+03   0.423811E-07   0.720496E-04   0.805644E-06
   290   0.414006E+04   0.716942E+01   0.000000E+00   0.111962E+03   0.422195E-07   0.714244E-04   0.818203E-06
   291   0.410567E+04   0.732617E+01   0.000000E+00   0.112541E+03   0.420589E-07   0.708033E-04   0.830665E-06
   292   0.407115E+04   0.748409E+01   0.000000E+00   0.113086E+03   0.418992E-07   0.701861E-04   0.843027E-06
   293   0.403651E+04   0.764322E+01   0.000000E+00   0.113594E+03   0.417404E-07   0.695728E-04   0.855284E-06
   294   0.400179E+04   0.780350E+01   0.000000E+00   0.114066E+03   0.415826E-07   0.689634E-04   0.867432E-06
   295   0.396697E+04   0.796477E+01   0.000000E+00   0.114502E+03   0.414257E-07   0.683577E-04   0.879468E-06
   296   0.393207E+04   0.812709E+01   0.000000E+00   0.114902E+03   0.412697E-07   0.677558E-04   0.891387E-06
   297   0.389710E+04   0.829032E+01   0.000000E+00   0.115263E+03   0.411146E-07   0.671577E-04   0.903186E-06
   298   0.386207E+04   0.845444E+01   0.000000E+00   0.115587E+03   0.409605E-07   0.665631E-04   0.914861E-06
   299   0.382700E+04   0.861937E+01   0.000000E+00   0.115873E+03   0.408071E-07   0.659722E-04   0.926408E-06
   300   0.379190E+04   0.878504E+01   0.000000E+00   0.116122E+03   0.406547E-07   0.653848E-04   0.937823E-06
   301   0.375677E+04   0.895152E+01   0.000000E+00   0.116333E+03   0.405031E-07   0.648010E-04   0.949102E-06
   302   0.372164E+04   0.911857E+01   0.000000E+00   0.116506E+03   0.403524E-07   0.642206E-04   0.960242E-06
   303   0.368651E+04   0.928628E+01   0.000000E+00   0.116641E+03   0.402025E-07   0.636438E-04   0.971241E-06
   304   0.365139E+04   0.945457E+01   0.000000E+00   0.116738E+03   0.400535E-07   0.630705E-04   0.982097E-06
   305   0.361631E+04   0.962336E+01   0.000000E+00   0.116797E+03   0.399053E-07   0.625009E-04   0.992807E-06
   306   0.358126E+04   0.979267E+01   0.000000E+00   0.116818E+03   0.397579E-07   0.619347E-04   0.100337E-05
   307   0.354626E+04   0.996233E+01   0.000000E+00   0.116801E+03   0.396113E-07   0.613722E-04   0.101378E-05
   308   0.351131E+04   0.101324E+02   0.000000E+00   0.116746E+03   0.394656E-07   0.608133E-04   0.102403E-05
   309   0.347644E+04   0.103027E+02   0.000000E+00   0.116653E+03   0.393207E-07   0.602581E-04   0.103413E-05
   310   0.344163E+04   0.104731E+02   0.000000E+00   0.116522E+03   0.391766E-07   0.597065E-04   0.104408E-05
   311   0.340692E+04   0.106438E+02   0.000000E+00   0.116352E+03   0.390333E-07   0.591585E-04   0.105386E-05
   312   0.337229E+04   0.108146E+02   0.000000E+00   0.116144E+03   0.388907E-07   0.586143E-04   0.106347E-05
   313   0.333778E+04   0.109854E+02   0.000000E+00   0.115898E+03   0.387490E-07   0.580737E-04   0.107292E-05
   314   0.330338E+04   0.111561E+02   0.000000E+00   0.115614E+03   0.386081E-07   0.575369E-04   0.108221E-05
   315   0.326909E+04   0.113267E+02   0.000000E+00   0.115292E+03   0.384679E-07   0.570038E-04   0.109132E-05
   316   0.323495E+04   0.114972E+02   0.000000E+00   0.114932E+03   0.383285E-07   0.564744E-04   0.110025E-05
   317   0.320095E+04   0.116674E+02   0.000000E+00   0.114535E+03   0.381899E-07   0.559488E-04   0.110901E-05
   318   0.316711E+04   0.118373E+02   0.000000E+00   0.114100E+03   0.380520E-07   0.554270E-04   0.111759E-05
   319   0.313343E+04   0.120068E+02   0.000000E+00   0.113628E+03   0.379149E-07   0.549090E-04   0.112599E-05
   320   0.309992E+04   0.121760E+02   0.000000E+00   0.113118E+03   0.377785E-07   0.543948E-04   0.113421E-05
   321   0.306661E+04   0.123447E+02   0.000000E+00   0.112572E+03   0.376429E-07   0.538845E-04   0.114224E-05
   322   0.303347E+04   0.125127E+02   0.000000E+00   0.111989E+03   0.375080E-07   0.533780E-04   0.115008E-05
   323   0.300055E+04   0.126801E+02   0.000000E+00   0.111369E+03   0.373738E-07   0.528753E-04   0.115773E-05
   324   0.296783E+04   0.128468E+02   0.000000E+00   0.110714E+03   0.372404E-07   0.523766E-04   0.116518E-05
   325   0.293533E+04   0.130127E+02   0.000000E+00   0.110022E+03   0.371076E-07   0.518817E-04   0.117244E-05
   326   0.290306E+04   0.131778E+02   0.000000E+00   0.109295E+03   0.369756E-07   0.513907E-04   0.117950E-05
   327   0.287102E+04   0.133419E+02   0.000000E+00   0.108531E+03   0.368443E-07   0.509037E-04   0.118636E-05
   328   0.283923E+04   0.135050E+02   0.000000E+00   0.107733E+03   0.367137E-07   0.504207E-04   0.119302E-05
   329   0.280770E+04   0.136671E+02   0.000000E+00   0.106900E+03   0.365838E-07   0.499416E-04   0.119946E-05
   330   0.277643E+04   0.138280E+02   0.000000E+00   0.106033E+03   0.364546E-07   0.494664E-04   0.120570E-05
   331   0.274543E+04   0.139878E+02   0.000000E+00   0.105131E+03   0.363260E-07   0.489953E-04   0.121173E-05
   332   0.271471E+04   0.141462E+02   0.000000E+00   0.104196E+03   0.361982E-07   0.485282E-04   0.121754E-05
   333   0.268428E+04   0.143033E+02   0.000000E+00   0.103227E+03   0.360710E-07   0.480651E-04   0.122314E-05
   334   0.265413E+04   0.144590E+02   0.000000E+00   0.102226E+03   0.359445E-07   0.476061E-04   0.122851E-05
   335   0.262430E+04   0.146131E+02   0.000000E+00   0.101192E+03   0.358186E-07   0.471511E-04   0.123367E-05
   336   0.259478E+04   0.147657E+02   0.000000E+00   0.100126E+03   0.356934E-07   0.467003E-04   0.123860E-05
   337   0.256558E+04   0.149167E+02   0.000000E+00   0.990297E+02   0.355688E-07   0.462535E-04   0.124330E-05
   338   0.253670E+04   0.150659E+02   0.000000E+00   0.979018E+02   0.354449E-07   0.458108E-04   0.124778E-05
   339   0.250816E+04   0.152134E+02   0.000000E+00   0.967442E+02   0.353216E-07   0.453723E-04   0.125202E-05
   340   0.247997E+04   0.153592E+02   0.000000E+00   0.955570E+02   0.351989E-07   0.449379E-04   0.125603E-05
   341   0.245212E+04   0.155029E+02   0.000000E+00   0.943403E+02   0.350769E-07   0.445077E-04   0.125980E-05
   342   0.242462E+04   0.156447E+02   0.000000E+00   0.930941E+02   0.349555E-07   0.440816E-04   0.126333E-05
   343   0.239748E+04   0.157844E+02   0.000000E+00   0.918202E+02   0.348347E-07   0.436598E-04   0.126662E-05
   344   0.237071E+04   0.159219E+02   0.000000E+00   0.905178E+02   0.347145E-07   0.432421E-04   0.126967E-05
   345   0.234430E+04   0.160572E+02   0.000000E+00   0.891878E+02   0.345949E-07   0.428288E-04   0.127247E-05
   346   0.231826E+04   0.161902E+02   0.000000E+00   0.878302E+02   0.344759E-07   0.424196E-04   0.127502E-05
   347   0.229260E+04   0.163208E+02   0.000000E+00   0.864460E+02   0.343574E-07   0.420147E-04   0.127732E-05
   348   0.226732E+04   0.164488E+02   0.000000E+00   0.850352E+02   0.342396E-07   0.416141E-04   0.127936E-05
   349   0.224243E+04   0.165744E+02   0.000000E+00   0.836002E+02   0.341223E-07   0.412178E-04   0.128115E-05
   350   0.221793E+04   0.166974E+02   0.000000E+00   0.821402E+02   0.340057E-07   0.408258E-04   0.128267E-05
   351   0.219385E+04   0.168178E+02   0.000000E+00   0.806570E+02   0.338895E-07   0.404381E-04   0.128394E-05
   352   0.217018E+04   0.169356E+02   0.000000E+00   0.791512E+02   0.337740E-07   0.400547E-04   0.128496E-05
   353   0.214693E+04   0.170508E+02   0.000000E+00   0.776229E+02   0.336590E-07   0.396753E-04   0.128574E-05
   354   0.212409E+04   0.171632E+02   0.000000E+00   0.760743E+02   0.335445E-07   0.393000E-04   0.128630E-05
   355   0.210169E+04   0.172729E+02   0.000000E+00   0.745047E+02   0.334307E-07   0.389286E-04   0.128665E-05
   356   0.207972E+04   0.173797E+02   0.000000E+00   0.729150E+02   0.333173E-07   0.385609E-04   0.128680E-05
   357   0.205817E+04   0.174837E+02   0.000000E+00   0.713058E+02   0.332045E-07   0.381969E-04   0.128677E-05
   358   0.203706E+04   0.175848E+02   0.000000E+00   0.696779E+02   0.330923E-07   0.378365E-04   0.128656E-05
   359   0.201639E+04   0.176828E+02   0.000000E+00   0.680314E+02   0.329806E-07   0.374796E-04   0.128620E-05
   360   0.199615E+04   0.177778E+02   0.000000E+00   0.663677E+02   0.328694E-07   0.371260E-04   0.128570E-05
   361   0.197636E+04   0.178697E+02   0.000000E+00   0.646859E+02   0.327587E-07   0.367756E-04   0.128506E-05
   362   0.195700E+04   0.179585E+02   0.000000E+00   0.629878E+02   0.326486E-07   0.364284E-04   0.128430E-05
   363   0.193810E+04   0.180440E+02   0.000000E+00   0.612741E+02   0.325390E-07   0.360842E-04   0.128343E-05
   364   0.191963E+04   0.181264E+02   0.000000E+00   0.595454E+02   0.324300E-07   0.357429E-04   0.128247E-05
   365   0.190162E+04   0.182055E+02   0.000000E+00   0.578026E+02   0.323214E-07   0.354045E-04   0.128144E-05
   366   0.188406E+04   0.182812E+02   0.000000E+00   0.560466E+02   0.322134E-07   0.350687E-04   0.128033E-05
   367   0.186696E+04   0.183537E+02   0.000000E+00   0.542779E+02   0.321059E-07   0.347355E-04   0.127917E-05
   368   0.185031E+04   0.184228E+02   0.000000E+00   0.524976E+02   0.319989E-07   0.344048E-04   0.127797E-05
   369   0.183411E+04   0.184886E+02   0.000000E+00   0.507064E+02   0.318924E-07   0.340765E-04   0.127674E-05
   370   0.181838E+04   0.185508E+02   0.000000E+00   0.489050E+02   0.317864E-07   0.337504E-04   0.127549E-05
   371   0.180310E+04   0.186098E+02   0.000000E+00   0.470943E+02   0.316809E-07   0.334265E-04   0.127425E-05
   372   0.178828E+04   0.186651E+02   0.000000E+00   0.452751E+02   0.315759E-07   0.331046E-04   0.127301E-05
   373   0.177392E+04   0.187170E+02   0.000000E+00   0.434481E+02   0.314714E-07   0.327847E-04   0.127179E-05
   374   0.176002E+04   0.187654E+02   0.000000E+00   0.416141E+02   0.313674E-07   0.324666E-04   0.127062E-05
   375   0.174657E+04   0.188103E+02   0.000000E+00   0.397739E+02   0.312639E-07   0.321502E-04   0.126949E-05
   376   0.173358E+04   0.188515E+02   0.000000E+00   0.379284E+02   0.311608E-07   0.318355E-04   0.126842E-05
   377   0.172105E+04   0.188892E+02   0.000000E+00   0.360781E+02   0.310583E-07   0.315222E-04   0.126743E-05
   378   0.170897E+04   0.189232E+02   0.000000E+00   0.342240E+02   0.309562E-07   0.312103E-04   0.126653E-05
   379   0.169736E+04   0.189535E+02   0.000000E+00   0.323668E+02   0.308546E-07   0.308998E-04   0.126573E-05
   380   0.168620E+04   0.189801E+02   0.000000E+00   0.305073E+02   0.307535E-07   0.305903E-04   0.126504E-05
   381   0.167550E+04   0.190030E+02   0.000000E+00   0.286462E+02   0.306528E-07   0.302820E-04   0.126448E-05
   382   0.166526E+04   0.190220E+02   0.000000E+00   0.267843E+02   0.305526E-07   0.299746E-04   0.126407E-05
   383   0.165547E+04   0.190374E+02   0.000000E+00   0.249225E+02   0.304529E-07   0.296681E-04   0.126380E-05
   384   0.164613E+04   0.190490E+02   0.000000E+00   0.230618E+02   0.303536E-07   0.293623E-04   0.126370E-05
   385   0.163724E+04   0.190568E+02   0.000000E+00   0.212028E+02   0.302548E-07   0.290572E-04   0.126378E-05
   386   0.162880E+04   0.190609E+02   0.000000E+00   0.193465E+02   0.301564E-07   0.287525E-04   0.126405E-05
   387   0.162081E+04   0.190613E+02   0.000000E+00   0.174938E+02   0.300585E-07   0.284483E-04   0.126453E-05
   388   0.161326E+04   0.190581E+02   0.000000E+00   0.156455E+02   0.299610E-07   0.281444E-04   0.126522E-05
   389   0.160615E+04   0.190511E+02   0.000000E+00   0.138026E+02   0.298640E-07   0.278407E-04   0.126615E-05
   390   0.159948E+04   0.190404E+02   0.000000E+00   0.119657E+02   0.297674E-07   0.275371E-04   0.126732E-05
   391   0.159324E+04   0.190261E+02   0.000000E+00   0.101358E+02   0.296712E-07   0.272334E-04   0.126874E-05
   392   0.158744E+04   0.190080E+02   0.000000E+00   0.831375E+01   0.295755E-07   0.269297E-04   0.127044E-05
   393   0.158206E+04   0.189863E+02   0.000000E+00   0.650027E+01   0.294802E-07   0.266256E-04   0.127242E-05
   394   0.157711E+04   0.189608E+02   0.000000E+00   0.469613E+01   0.293853E-07   0.263213E-04   0.127469E-05
   395   0.157258E+04   0.189316E+02   0.000000E+00   0.290227E+01   0.292909E-07   0.260165E-04   0.127727E-05
   396   0.156847E+04   0.188988E+02   0.000000E+00   0.111943E+01   0.291968E-07   0.257111E-04   0.128018E-05
   397   0.156476E+04   0.188622E+02   0.000000E+00  -0.651554E+00   0.291032E-07   0.254051E-04   0.128342E-05
   398   0.156147E+04   0.188220E+02   0.000000E+00  -0.240990E+01   0.290100E-07   0.250983E-04   0.128701E-05
   399   0.155859E+04   0.187781E+02   0.000000E+00  -0.415481E+01   0.289173E-07   0.247906E-04   0.129095E-05
   400   0.155611E+04   0.187306E+02   0.000000E+00  -0.588548E+01   0.288249E-07   0.244819E-04   0.129528E-05
   401   0.155403E+04   0.186795E+02   0.000000E+00  -0.760115E+01   0.287329E-07   0.241721E-04   0.129998E-05
   402   0.155235E+04   0.186248E+02   0.000000E+00  -0.930113E+01   0.286413E-07   0.238614E-04   0.130504E-05
   403   0.155107E+04   0.185665E+02   0.000000E+00  -0.109848E+02   0.285502E-07   0.235498E-04   0.131045E-05
