#    L    TT             EE             BB             TE          
  2457   0.798042E+02   0.321628E+01   0.337873E-01  -0.283640E+01
  2458   0.795947E+02   0.321840E+01   0.337461E-01  -0.285270E+01
  2459   0.793868E+02   0.322040E+01   0.337050E-01  -0.286931E+01
  2460   0.791819E+02   0.322228E+01   0.336639E-01  -0.288620E+01
  2461   0.789791E+02   0.322403E+01   0.336228E-01  -0.290336E+01
  2462   0.787776E+02   0.322565E+01   0.335818E-01  -0.292076E+01
  2463   0.785796E+02   0.322716E+01   0.335408E-01  -0.293839E+01
  2464   0.783826E+02   0.322854E+01   0.334999E-01  -0.295623E+01
  2465   0.781881E+02   0.322981E+01   0.334589E-01  -0.297426E+01
  2466   0.779952E+02   0.323096E+01   0.334180E-01  -0.299246E+01
  2467   0.778045E+02   0.323198E+01   0.333772E-01  -0.301082E+01
  2468   0.776160E+02   0.323290E+01   0.333364E-01  -0.302933E+01
  2469   0.774296E+02   0.323369E+01   0.332957E-01  -0.304797E+01
  2470   0.772444E+02   0.323438E+01   0.332550E-01  -0.306674E+01
  2471   0.770618E+02   0.323494E+01   0.332143E-01  -0.308561E+01
  2472   0.768810E+02   0.323539E+01   0.331737E-01  -0.310458E+01
  2473   0.767019E+02   0.323572E+01   0.331331E-01  -0.312365E+01
  2474   0.765244E+02   0.323593E+01   0.330927E-01  -0.314280E+01
  2475   0.763491E+02   0.323603E+01   0.330522E-01  -0.316204E+01
  2476   0.761753E+02   0.323601E+01   0.330118E-01  -0.318135E+01
  2477   0.760036E+02   0.323586E+01   0.329715E-01  -0.320073E+01
  2478   0.758339E+02   0.323560E+01   0.329313E-01  -0.322019E+01
  2479   0.756661E+02   0.323521E+01   0.328911E-01  -0.323971E+01
  2480   0.754995E+02   0.323470E+01   0.328510E-01  -0.325930E+01
  2481   0.753354E+02   0.323407E+01   0.328109E-01  -0.327894E+01
  2482   0.751731E+02   0.323330E+01   0.327710E-01  -0.329865E+01
  2483   0.750124E+02   0.323242E+01   0.327311E-01  -0.331843E+01
  2484   0.748534E+02   0.323140E+01   0.326913E-01  -0.333828E+01
  2485   0.746966E+02   0.323024E+01   0.326516E-01  -0.335820E+01
  2486   0.745421E+02   0.322895E+01   0.326119E-01  -0.337818E+01
  2487   0.743890E+02   0.322751E+01   0.325724E-01  -0.339824E+01
  2488   0.742381E+02   0.322594E+01   0.325329E-01  -0.341838E+01
  2489   0.740885E+02   0.322421E+01   0.324935E-01  -0.343859E+01
  2490   0.739409E+02   0.322233E+01   0.324543E-01  -0.345887E+01
  2491   0.737960E+02   0.322030E+01   0.324151E-01  -0.347923E+01
  2492   0.736524E+02   0.321811E+01   0.323760E-01  -0.349967E+01
  2493   0.735106E+02   0.321575E+01   0.323370E-01  -0.352017E+01
  2494   0.733711E+02   0.321324E+01   0.322981E-01  -0.354074E+01
  2495   0.732334E+02   0.321055E+01   0.322592E-01  -0.356136E+01
  2496   0.730979E+02   0.320769E+01   0.322205E-01  -0.358204E+01
  2497   0.729642E+02   0.320465E+01   0.321819E-01  -0.360276E+01
  2498   0.728327E+02   0.320144E+01   0.321434E-01  -0.362351E+01
  2499   0.727031E+02   0.319802E+01   0.321049E-01  -0.364429E+01
  2500   0.725756E+02   0.319443E+01   0.320666E-01  -0.366506E+01
  2501   0.724500E+02   0.319063E+01   0.320284E-01  -0.368583E+01
  2502   0.723266E+02   0.318664E+01   0.319902E-01  -0.370659E+01
  2503   0.722052E+02   0.318245E+01   0.319522E-01  -0.372736E+01
  2504   0.720858E+02   0.317806E+01   0.319142E-01  -0.374814E+01
  2505   0.719685E+02   0.317348E+01   0.318764E-01  -0.376891E+01
  2506   0.718531E+02   0.316870E+01   0.318386E-01  -0.378970E+01
  2507   0.717399E+02   0.316373E+01   0.318009E-01  -0.381048E+01
  2508   0.716288E+02   0.315856E+01   0.317633E-01  -0.383126E+01
  2509   0.715196E+02   0.315320E+01   0.317258E-01  -0.385202E+01
  2510   0.714124E+02   0.314765E+01   0.316883E-01  -0.387275E+01
  2511   0.713073E+02   0.314191E+01   0.316510E-01  -0.389345E+01
  2512   0.712043E+02   0.313598E+01   0.316137E-01  -0.391409E+01
  2513   0.711031E+02   0.312985E+01   0.315765E-01  -0.393465E+01
  2514   0.710039E+02   0.312354E+01   0.315394E-01  -0.395513E+01
  2515   0.709067E+02   0.311705E+01   0.315023E-01  -0.397548E+01
  2516   0.708113E+02   0.311038E+01   0.314654E-01  -0.399569E+01
  2517   0.707178E+02   0.310352E+01   0.314285E-01  -0.401574E+01
  2518   0.706261E+02   0.309648E+01   0.313916E-01  -0.403561E+01
  2519   0.705361E+02   0.308927E+01   0.313549E-01  -0.405525E+01
  2520   0.704479E+02   0.308189E+01   0.313182E-01  -0.407465E+01
  2521   0.703614E+02   0.307434E+01   0.312815E-01  -0.409377E+01
  2522   0.702765E+02   0.306662E+01   0.312450E-01  -0.411259E+01
  2523   0.701932E+02   0.305875E+01   0.312084E-01  -0.413107E+01
  2524   0.701114E+02   0.305072E+01   0.311720E-01  -0.414918E+01
  2525   0.700312E+02   0.304254E+01   0.311356E-01  -0.416689E+01
  2526   0.699524E+02   0.303421E+01   0.310993E-01  -0.418417E+01
  2527   0.698749E+02   0.302574E+01   0.310630E-01  -0.420100E+01
  2528   0.697988E+02   0.301712E+01   0.310268E-01  -0.421734E+01
  2529   0.697239E+02   0.300838E+01   0.309906E-01  -0.423315E+01
  2530   0.696503E+02   0.299951E+01   0.309545E-01  -0.424843E+01
  2531   0.695777E+02   0.299051E+01   0.309184E-01  -0.426314E+01
  2532   0.695062E+02   0.298139E+01   0.308824E-01  -0.427724E+01
  2533   0.694357E+02   0.297216E+01   0.308465E-01  -0.429074E+01
  2534   0.693662E+02   0.296282E+01   0.308106E-01  -0.430360E+01
  2535   0.692974E+02   0.295337E+01   0.307747E-01  -0.431580E+01
  2536   0.692294E+02   0.294382E+01   0.307390E-01  -0.432733E+01
  2537   0.691622E+02   0.293418E+01   0.307032E-01  -0.433818E+01
  2538   0.690956E+02   0.292444E+01   0.306676E-01  -0.434832E+01
  2539   0.690296E+02   0.291461E+01   0.306320E-01  -0.435776E+01
  2540   0.689641E+02   0.290470E+01   0.305964E-01  -0.436648E+01
  2541   0.688990E+02   0.289472E+01   0.305610E-01  -0.437448E+01
  2542   0.688343E+02   0.288466E+01   0.305255E-01  -0.438176E+01
  2543   0.687701E+02   0.287454E+01   0.304902E-01  -0.438831E+01
  2544   0.687060E+02   0.286435E+01   0.304549E-01  -0.439414E+01
  2545   0.686422E+02   0.285412E+01   0.304197E-01  -0.439925E+01
  2546   0.685785E+02   0.284382E+01   0.303845E-01  -0.440365E+01
  2547   0.685150E+02   0.283349E+01   0.303494E-01  -0.440734E+01
  2548   0.684514E+02   0.282310E+01   0.303144E-01  -0.441035E+01
  2549   0.683878E+02   0.281268E+01   0.302795E-01  -0.441266E+01
  2550   0.683242E+02   0.280221E+01   0.302446E-01  -0.441431E+01
  2551   0.682604E+02   0.279171E+01   0.302098E-01  -0.441532E+01
  2552   0.681965E+02   0.278117E+01   0.301751E-01  -0.441569E+01
  2553   0.681325E+02   0.277058E+01   0.301405E-01  -0.441549E+01
  2554   0.680684E+02   0.275996E+01   0.301059E-01  -0.441473E+01
  2555   0.680042E+02   0.274929E+01   0.300714E-01  -0.441345E+01
  2556   0.679398E+02   0.273858E+01   0.300370E-01  -0.441169E+01
  2557   0.678756E+02   0.272783E+01   0.300027E-01  -0.440949E+01
  2558   0.678112E+02   0.271704E+01   0.299684E-01  -0.440686E+01
  2559   0.677468E+02   0.270619E+01   0.299343E-01  -0.440386E+01
  2560   0.676825E+02   0.269530E+01   0.299002E-01  -0.440052E+01
  2561   0.676181E+02   0.268436E+01   0.298662E-01  -0.439686E+01
  2562   0.675539E+02   0.267336E+01   0.298323E-01  -0.439293E+01
  2563   0.674896E+02   0.266232E+01   0.297984E-01  -0.438875E+01
  2564   0.674255E+02   0.265121E+01   0.297646E-01  -0.438434E+01
  2565   0.673613E+02   0.264004E+01   0.297310E-01  -0.437975E+01
  2566   0.672973E+02   0.262881E+01   0.296974E-01  -0.437497E+01
  2567   0.672334E+02   0.261752E+01   0.296638E-01  -0.437005E+01
  2568   0.671697E+02   0.260618E+01   0.296304E-01  -0.436501E+01
  2569   0.671061E+02   0.259477E+01   0.295970E-01  -0.435985E+01
  2570   0.670427E+02   0.258330E+01   0.295637E-01  -0.435460E+01
  2571   0.669795E+02   0.257177E+01   0.295304E-01  -0.434927E+01
  2572   0.669164E+02   0.256018E+01   0.294973E-01  -0.434386E+01
  2573   0.668536E+02   0.254854E+01   0.294642E-01  -0.433838E+01
  2574   0.667910E+02   0.253684E+01   0.294311E-01  -0.433283E+01
  2575   0.667285E+02   0.252508E+01   0.293982E-01  -0.432722E+01
  2576   0.666663E+02   0.251327E+01   0.293653E-01  -0.432153E+01
  2577   0.666042E+02   0.250140E+01   0.293324E-01  -0.431575E+01
  2578   0.665422E+02   0.248949E+01   0.292996E-01  -0.430987E+01
  2579   0.664804E+02   0.247752E+01   0.292668E-01  -0.430389E+01
  2580   0.664187E+02   0.246551E+01   0.292341E-01  -0.429778E+01
  2581   0.663571E+02   0.245346E+01   0.292015E-01  -0.429151E+01
  2582   0.662955E+02   0.244136E+01   0.291689E-01  -0.428507E+01
  2583   0.662340E+02   0.242923E+01   0.291363E-01  -0.427843E+01
  2584   0.661724E+02   0.241708E+01   0.291038E-01  -0.427156E+01
  2585   0.661108E+02   0.240489E+01   0.290713E-01  -0.426443E+01
  2586   0.660490E+02   0.239269E+01   0.290389E-01  -0.425702E+01
  2587   0.659870E+02   0.238048E+01   0.290065E-01  -0.424927E+01
  2588   0.659248E+02   0.236826E+01   0.289741E-01  -0.424116E+01
  2589   0.658624E+02   0.235604E+01   0.289417E-01  -0.423265E+01
  2590   0.657995E+02   0.234382E+01   0.289094E-01  -0.422371E+01
  2591   0.657362E+02   0.233163E+01   0.288771E-01  -0.421429E+01
  2592   0.656724E+02   0.231945E+01   0.288448E-01  -0.420436E+01
  2593   0.656079E+02   0.230729E+01   0.288126E-01  -0.419387E+01
  2594   0.655429E+02   0.229518E+01   0.287803E-01  -0.418279E+01
  2595   0.654769E+02   0.228311E+01   0.287481E-01  -0.417109E+01
  2596   0.654102E+02   0.227109E+01   0.287159E-01  -0.415872E+01
  2597   0.653424E+02   0.225915E+01   0.286837E-01  -0.414567E+01
  2598   0.652736E+02   0.224728E+01   0.286516E-01  -0.413189E+01
  2599   0.652037E+02   0.223549E+01   0.286194E-01  -0.411737E+01
  2600   0.651325E+02   0.222380E+01   0.285873E-01  -0.410207E+01
