#    L    TT             EE             BB             TE          
   397   0.158151E+04   0.187228E+02   0.440671E-01  -0.564239E+00
   398   0.157826E+04   0.186828E+02   0.442189E-01  -0.229144E+01
   399   0.157541E+04   0.186392E+02   0.443716E-01  -0.400511E+01
   400   0.157297E+04   0.185921E+02   0.445252E-01  -0.570447E+01
   401   0.157092E+04   0.185415E+02   0.446797E-01  -0.738878E+01
   402   0.156925E+04   0.184873E+02   0.448351E-01  -0.905737E+01
   403   0.156798E+04   0.184297E+02   0.449914E-01  -0.107096E+02
   404   0.156709E+04   0.183686E+02   0.451486E-01  -0.123449E+02
   405   0.156657E+04   0.183041E+02   0.453067E-01  -0.139626E+02
   406   0.156642E+04   0.182362E+02   0.454658E-01  -0.155621E+02
   407   0.156665E+04   0.181651E+02   0.456259E-01  -0.171428E+02
   408   0.156723E+04   0.180905E+02   0.457869E-01  -0.187040E+02
   409   0.156816E+04   0.180127E+02   0.459488E-01  -0.202450E+02
   410   0.156945E+04   0.179317E+02   0.461118E-01  -0.217653E+02
   411   0.157107E+04   0.178475E+02   0.462757E-01  -0.232645E+02
   412   0.157303E+04   0.177601E+02   0.464406E-01  -0.247419E+02
   413   0.157532E+04   0.176697E+02   0.466065E-01  -0.261971E+02
   414   0.157795E+04   0.175762E+02   0.467734E-01  -0.276295E+02
   415   0.158088E+04   0.174798E+02   0.469413E-01  -0.290387E+02
   416   0.158414E+04   0.173804E+02   0.471103E-01  -0.304242E+02
   417   0.158770E+04   0.172782E+02   0.472802E-01  -0.317854E+02
   418   0.159157E+04   0.171731E+02   0.474512E-01  -0.331218E+02
   419   0.159573E+04   0.170653E+02   0.476232E-01  -0.344330E+02
   420   0.160019E+04   0.169546E+02   0.477962E-01  -0.357183E+02
   421   0.160494E+04   0.168414E+02   0.479702E-01  -0.369774E+02
   422   0.160996E+04   0.167254E+02   0.481453E-01  -0.382096E+02
   423   0.161527E+04   0.166068E+02   0.483213E-01  -0.394144E+02
   424   0.162084E+04   0.164857E+02   0.484984E-01  -0.405915E+02
   425   0.162667E+04   0.163621E+02   0.486766E-01  -0.417403E+02
   426   0.163276E+04   0.162361E+02   0.488557E-01  -0.428607E+02
   427   0.163908E+04   0.161079E+02   0.490359E-01  -0.439524E+02
   428   0.164565E+04   0.159775E+02   0.492171E-01  -0.450149E+02
   429   0.165244E+04   0.158450E+02   0.493993E-01  -0.460482E+02
   430   0.165945E+04   0.157104E+02   0.495825E-01  -0.470518E+02
   431   0.166668E+04   0.155740E+02   0.497667E-01  -0.480255E+02
   432   0.167411E+04   0.154358E+02   0.499519E-01  -0.489689E+02
   433   0.168174E+04   0.152957E+02   0.501381E-01  -0.498817E+02
   434   0.168957E+04   0.151541E+02   0.503252E-01  -0.507638E+02
   435   0.169758E+04   0.150108E+02   0.505134E-01  -0.516145E+02
   436   0.170578E+04   0.148659E+02   0.507024E-01  -0.524338E+02
   437   0.171415E+04   0.147196E+02   0.508925E-01  -0.532213E+02
   438   0.172269E+04   0.145719E+02   0.510834E-01  -0.539767E+02
   439   0.173140E+04   0.144229E+02   0.512753E-01  -0.546998E+02
   440   0.174026E+04   0.142726E+02   0.514681E-01  -0.553903E+02
   441   0.174927E+04   0.141213E+02   0.516618E-01  -0.560482E+02
   442   0.175840E+04   0.139689E+02   0.518563E-01  -0.566732E+02
   443   0.176766E+04   0.138156E+02   0.520518E-01  -0.572650E+02
   444   0.177703E+04   0.136615E+02   0.522480E-01  -0.578236E+02
   445   0.178650E+04   0.135066E+02   0.524451E-01  -0.583488E+02
   446   0.179607E+04   0.133512E+02   0.526430E-01  -0.588405E+02
   447   0.180573E+04   0.131951E+02   0.528418E-01  -0.592987E+02
   448   0.181548E+04   0.130387E+02   0.530413E-01  -0.597235E+02
   449   0.182532E+04   0.128820E+02   0.532415E-01  -0.601147E+02
   450   0.183522E+04   0.127250E+02   0.534425E-01  -0.604725E+02
   451   0.184519E+04   0.125679E+02   0.536442E-01  -0.607969E+02
   452   0.185523E+04   0.124108E+02   0.538466E-01  -0.610877E+02
   453   0.186533E+04   0.122538E+02   0.540497E-01  -0.613451E+02
   454   0.187547E+04   0.120969E+02   0.542534E-01  -0.615689E+02
   455   0.188565E+04   0.119401E+02   0.544578E-01  -0.617592E+02
   456   0.189586E+04   0.117837E+02   0.546628E-01  -0.619159E+02
   457   0.190609E+04   0.116276E+02   0.548684E-01  -0.620390E+02
   458   0.191634E+04   0.114719E+02   0.550745E-01  -0.621284E+02
   459   0.192657E+04   0.113168E+02   0.552812E-01  -0.621844E+02
   460   0.193682E+04   0.111623E+02   0.554884E-01  -0.622071E+02
   461   0.194705E+04   0.110084E+02   0.556961E-01  -0.621960E+02
   462   0.195729E+04   0.108554E+02   0.559042E-01  -0.621535E+02
   463   0.196750E+04   0.107034E+02   0.561128E-01  -0.620783E+02
   464   0.197772E+04   0.105523E+02   0.563219E-01  -0.619712E+02
   465   0.198790E+04   0.104024E+02   0.565313E-01  -0.618324E+02
   466   0.199807E+04   0.102536E+02   0.567411E-01  -0.616629E+02
   467   0.200821E+04   0.101062E+02   0.569513E-01  -0.614620E+02
   468   0.201831E+04   0.996024E+01   0.571617E-01  -0.612306E+02
   469   0.202838E+04   0.981570E+01   0.573725E-01  -0.609690E+02
   470   0.203838E+04   0.967268E+01   0.575835E-01  -0.606772E+02
   471   0.204832E+04   0.953132E+01   0.577948E-01  -0.603547E+02
   472   0.205819E+04   0.939176E+01   0.580063E-01  -0.600031E+02
   473   0.206798E+04   0.925399E+01   0.582180E-01  -0.596211E+02
   474   0.207768E+04   0.911807E+01   0.584299E-01  -0.592110E+02
   475   0.208730E+04   0.898421E+01   0.586419E-01  -0.587716E+02
   476   0.209684E+04   0.885247E+01   0.588540E-01  -0.583038E+02
   477   0.210627E+04   0.872285E+01   0.590663E-01  -0.578084E+02
   478   0.211561E+04   0.859555E+01   0.592785E-01  -0.572856E+02
   479   0.212486E+04   0.847063E+01   0.594909E-01  -0.567365E+02
   480   0.213399E+04   0.834824E+01   0.597032E-01  -0.561608E+02
   481   0.214303E+04   0.822829E+01   0.599155E-01  -0.555594E+02
   482   0.215195E+04   0.811106E+01   0.601278E-01  -0.549326E+02
   483   0.216074E+04   0.799654E+01   0.603400E-01  -0.542811E+02
   484   0.216940E+04   0.788486E+01   0.605521E-01  -0.536053E+02
   485   0.217792E+04   0.777610E+01   0.607641E-01  -0.529056E+02
   486   0.218630E+04   0.767031E+01   0.609759E-01  -0.521828E+02
   487   0.219453E+04   0.756756E+01   0.611875E-01  -0.514371E+02
   488   0.220260E+04   0.746806E+01   0.613990E-01  -0.506694E+02
   489   0.221052E+04   0.737171E+01   0.616102E-01  -0.498802E+02
   490   0.221827E+04   0.727874E+01   0.618212E-01  -0.490701E+02
   491   0.222586E+04   0.718920E+01   0.620318E-01  -0.482400E+02
   492   0.223329E+04   0.710308E+01   0.622422E-01  -0.473902E+02
   493   0.224056E+04   0.702052E+01   0.624522E-01  -0.465217E+02
   494   0.224766E+04   0.694165E+01   0.626618E-01  -0.456348E+02
   495   0.225459E+04   0.686655E+01   0.628711E-01  -0.447305E+02
   496   0.226134E+04   0.679519E+01   0.630799E-01  -0.438093E+02
   497   0.226790E+04   0.672771E+01   0.632882E-01  -0.428718E+02
   498   0.227428E+04   0.666418E+01   0.634961E-01  -0.419189E+02
   499   0.228047E+04   0.660466E+01   0.637034E-01  -0.409512E+02
   500   0.228645E+04   0.654928E+01   0.639102E-01  -0.399693E+02
   501   0.229223E+04   0.649803E+01   0.641165E-01  -0.389739E+02
   502   0.229780E+04   0.645103E+01   0.643221E-01  -0.379658E+02
   503   0.230316E+04   0.640824E+01   0.645271E-01  -0.369454E+02
   504   0.230831E+04   0.636984E+01   0.647315E-01  -0.359136E+02
   505   0.231326E+04   0.633574E+01   0.649352E-01  -0.348710E+02
   506   0.231799E+04   0.630604E+01   0.651381E-01  -0.338182E+02
   507   0.232253E+04   0.628079E+01   0.653403E-01  -0.327558E+02
   508   0.232685E+04   0.626005E+01   0.655418E-01  -0.316846E+02
   509   0.233095E+04   0.624382E+01   0.657424E-01  -0.306051E+02
   510   0.233486E+04   0.623214E+01   0.659422E-01  -0.295182E+02
   511   0.233854E+04   0.622504E+01   0.661412E-01  -0.284243E+02
   512   0.234202E+04   0.622255E+01   0.663393E-01  -0.273242E+02
   513   0.234528E+04   0.622469E+01   0.665364E-01  -0.262186E+02
   514   0.234833E+04   0.623150E+01   0.667326E-01  -0.251080E+02
   515   0.235116E+04   0.624299E+01   0.669279E-01  -0.239932E+02
   516   0.235378E+04   0.625920E+01   0.671222E-01  -0.228749E+02
   517   0.235618E+04   0.628013E+01   0.673154E-01  -0.217537E+02
   518   0.235835E+04   0.630582E+01   0.675076E-01  -0.206304E+02
   519   0.236031E+04   0.633627E+01   0.676988E-01  -0.195057E+02
   520   0.236204E+04   0.637151E+01   0.678888E-01  -0.183803E+02
   521   0.236356E+04   0.641156E+01   0.680777E-01  -0.172548E+02
   522   0.236484E+04   0.645642E+01   0.682655E-01  -0.161300E+02
   523   0.236589E+04   0.650612E+01   0.684521E-01  -0.150065E+02
   524   0.236673E+04   0.656064E+01   0.686375E-01  -0.138851E+02
   525   0.236734E+04   0.661999E+01   0.688217E-01  -0.127665E+02
   526   0.236774E+04   0.668416E+01   0.690047E-01  -0.116513E+02
   527   0.236792E+04   0.675316E+01   0.691864E-01  -0.105403E+02
   528   0.236788E+04   0.682699E+01   0.693668E-01  -0.943425E+01
   529   0.236762E+04   0.690563E+01   0.695460E-01  -0.833369E+01
   530   0.236716E+04   0.698908E+01   0.697238E-01  -0.723955E+01
   531   0.236648E+04   0.707734E+01   0.699003E-01  -0.615247E+01
   532   0.236560E+04   0.717039E+01   0.700754E-01  -0.507336E+01
   533   0.236451E+04   0.726820E+01   0.702492E-01  -0.400279E+01
   534   0.236320E+04   0.737078E+01   0.704215E-01  -0.294168E+01
   535   0.236169E+04   0.747811E+01   0.705925E-01  -0.189066E+01
   536   0.235998E+04   0.759017E+01   0.707620E-01  -0.850643E+00
   537   0.235806E+04   0.770694E+01   0.709302E-01   0.177804E+00
   538   0.235594E+04   0.782839E+01   0.710968E-01   0.119391E+01
   539   0.235364E+04   0.795449E+01   0.712621E-01   0.219690E+01
   540   0.235112E+04   0.808521E+01   0.714258E-01   0.318614E+01
   541   0.234842E+04   0.822053E+01   0.715881E-01   0.416093E+01
   542   0.234553E+04   0.836041E+01   0.717488E-01   0.512050E+01
   543   0.234245E+04   0.850482E+01   0.719081E-01   0.606420E+01
   544   0.233919E+04   0.865372E+01   0.720659E-01   0.699134E+01
   545   0.233575E+04   0.880706E+01   0.722221E-01   0.790127E+01
   546   0.233213E+04   0.896481E+01   0.723769E-01   0.879334E+01
   547   0.232833E+04   0.912690E+01   0.725300E-01   0.966689E+01
   548   0.232436E+04   0.929323E+01   0.726817E-01   0.105213E+02
   549   0.232022E+04   0.946392E+01   0.728318E-01   0.113559E+02
   550   0.231591E+04   0.963871E+01   0.729804E-01   0.121700E+02
   551   0.231144E+04   0.981772E+01   0.731274E-01   0.129629E+02
   552   0.230681E+04   0.100008E+02   0.732729E-01   0.137343E+02
   553   0.230202E+04   0.101879E+02   0.734168E-01   0.144836E+02
   554   0.229709E+04   0.103789E+02   0.735592E-01   0.152102E+02
   555   0.229200E+04   0.105739E+02   0.737000E-01   0.159139E+02
   556   0.228677E+04   0.107728E+02   0.738392E-01   0.165940E+02
   557   0.228140E+04   0.109754E+02   0.739769E-01   0.172502E+02
   558   0.227589E+04   0.111819E+02   0.741130E-01   0.178819E+02
   559   0.227025E+04   0.113920E+02   0.742476E-01   0.184889E+02
   560   0.226447E+04   0.116057E+02   0.743806E-01   0.190708E+02
   561   0.225857E+04   0.118229E+02   0.745121E-01   0.196271E+02
   562   0.225254E+04   0.120437E+02   0.746420E-01   0.201576E+02
   563   0.224638E+04   0.122678E+02   0.747704E-01   0.206617E+02
   564   0.224012E+04   0.124952E+02   0.748972E-01   0.211393E+02
   565   0.223373E+04   0.127259E+02   0.750226E-01   0.215899E+02
   566   0.222723E+04   0.129598E+02   0.751463E-01   0.220133E+02
   567   0.222063E+04   0.131967E+02   0.752686E-01   0.224091E+02
   568   0.221392E+04   0.134367E+02   0.753893E-01   0.227770E+02
   569   0.220710E+04   0.136795E+02   0.755086E-01   0.231169E+02
   570   0.220019E+04   0.139252E+02   0.756263E-01   0.234283E+02
   571   0.219318E+04   0.141736E+02   0.757425E-01   0.237110E+02
   572   0.218609E+04   0.144245E+02   0.758573E-01   0.239649E+02
   573   0.217891E+04   0.146780E+02   0.759706E-01   0.241897E+02
   574   0.217164E+04   0.149340E+02   0.760824E-01   0.243852E+02
   575   0.216432E+04   0.151923E+02   0.761927E-01   0.245513E+02
   576   0.215692E+04   0.154529E+02   0.763016E-01   0.246879E+02
   577   0.214946E+04   0.157156E+02   0.764091E-01   0.247947E+02
   578   0.214194E+04   0.159803E+02   0.765151E-01   0.248716E+02
   579   0.213437E+04   0.162470E+02   0.766198E-01   0.249184E+02
   580   0.212676E+04   0.165154E+02   0.767230E-01   0.249351E+02
   581   0.211911E+04   0.167856E+02   0.768248E-01   0.249214E+02
   582   0.211142E+04   0.170573E+02   0.769253E-01   0.248771E+02
   583   0.210369E+04   0.173306E+02   0.770244E-01   0.248023E+02
   584   0.209594E+04   0.176052E+02   0.771221E-01   0.246966E+02
   585   0.208817E+04   0.178810E+02   0.772186E-01   0.245601E+02
   586   0.208038E+04   0.181581E+02   0.773137E-01   0.243925E+02
   587   0.207258E+04   0.184361E+02   0.774075E-01   0.241940E+02
   588   0.206478E+04   0.187150E+02   0.775000E-01   0.239645E+02
   589   0.205697E+04   0.189947E+02   0.775913E-01   0.237040E+02
   590   0.204916E+04   0.192750E+02   0.776813E-01   0.234125E+02
   591   0.204137E+04   0.195558E+02   0.777701E-01   0.230900E+02
   592   0.203359E+04   0.198371E+02   0.778576E-01   0.227363E+02
   593   0.202583E+04   0.201186E+02   0.779440E-01   0.223517E+02
   594   0.201809E+04   0.204003E+02   0.780292E-01   0.219361E+02
   595   0.201038E+04   0.206820E+02   0.781133E-01   0.214898E+02
   596   0.200271E+04   0.209635E+02   0.781962E-01   0.210127E+02
   597   0.199507E+04   0.212448E+02   0.782781E-01   0.205048E+02
   598   0.198748E+04   0.215257E+02   0.783588E-01   0.199665E+02
   599   0.197993E+04   0.218061E+02   0.784385E-01   0.193976E+02
   600   0.197244E+04   0.220858E+02   0.785172E-01   0.187984E+02
   601   0.196501E+04   0.223648E+02   0.785948E-01   0.181692E+02
   602   0.195764E+04   0.226428E+02   0.786715E-01   0.175102E+02
   603   0.195034E+04   0.229199E+02   0.787472E-01   0.168214E+02
   604   0.194310E+04   0.231959E+02   0.788220E-01   0.161032E+02
   605   0.193594E+04   0.234707E+02   0.788958E-01   0.153558E+02
   606   0.192885E+04   0.237442E+02   0.789688E-01   0.145794E+02
   607   0.192184E+04   0.240164E+02   0.790410E-01   0.137742E+02
   608   0.191491E+04   0.242871E+02   0.791123E-01   0.129406E+02
   609   0.190808E+04   0.245563E+02   0.791828E-01   0.120788E+02
   610   0.190133E+04   0.248237E+02   0.792525E-01   0.111892E+02
   611   0.189468E+04   0.250893E+02   0.793215E-01   0.102719E+02
   612   0.188812E+04   0.253531E+02   0.793898E-01   0.932736E+01
   613   0.188165E+04   0.256148E+02   0.794574E-01   0.835580E+01
   614   0.187531E+04   0.258744E+02   0.795244E-01   0.735768E+01
   615   0.186905E+04   0.261318E+02   0.795908E-01   0.633343E+01
   616   0.186292E+04   0.263869E+02   0.796566E-01   0.528361E+01
   617   0.185689E+04   0.266397E+02   0.797218E-01   0.420859E+01
   618   0.185099E+04   0.268901E+02   0.797865E-01   0.310894E+01
   619   0.184520E+04   0.271379E+02   0.798507E-01   0.198506E+01
   620   0.183954E+04   0.273831E+02   0.799144E-01   0.837463E+00
   621   0.183402E+04   0.276256E+02   0.799777E-01  -0.333436E+00
   622   0.182862E+04   0.278651E+02   0.800407E-01  -0.152707E+01
   623   0.182335E+04   0.281018E+02   0.801032E-01  -0.274295E+01
   624   0.181822E+04   0.283355E+02   0.801654E-01  -0.398065E+01
   625   0.181323E+04   0.285660E+02   0.802274E-01  -0.523968E+01
   626   0.180838E+04   0.287932E+02   0.802890E-01  -0.651949E+01
   627   0.180367E+04   0.290171E+02   0.803504E-01  -0.781964E+01
   628   0.179912E+04   0.292375E+02   0.804117E-01  -0.913960E+01
   629   0.179471E+04   0.294544E+02   0.804727E-01  -0.104786E+02
   630   0.179046E+04   0.296677E+02   0.805336E-01  -0.118362E+02
   631   0.178636E+04   0.298772E+02   0.805944E-01  -0.132117E+02
   632   0.178241E+04   0.300829E+02   0.806551E-01  -0.146045E+02
   633   0.177863E+04   0.302847E+02   0.807158E-01  -0.160140E+02
   634   0.177500E+04   0.304823E+02   0.807764E-01  -0.174396E+02
   635   0.177154E+04   0.306760E+02   0.808371E-01  -0.188806E+02
   636   0.176825E+04   0.308654E+02   0.808978E-01  -0.203363E+02
   637   0.176513E+04   0.310505E+02   0.809586E-01  -0.218061E+02
   638   0.176217E+04   0.312313E+02   0.810195E-01  -0.232892E+02
   639   0.175939E+04   0.314076E+02   0.810805E-01  -0.247850E+02
   640   0.175678E+04   0.315794E+02   0.811417E-01  -0.262927E+02
   641   0.175435E+04   0.317466E+02   0.812030E-01  -0.278118E+02
   642   0.175209E+04   0.319090E+02   0.812646E-01  -0.293413E+02
   643   0.175002E+04   0.320667E+02   0.813264E-01  -0.308806E+02
   644   0.174812E+04   0.322195E+02   0.813885E-01  -0.324289E+02
   645   0.174640E+04   0.323672E+02   0.814509E-01  -0.339854E+02
   646   0.174487E+04   0.325099E+02   0.815137E-01  -0.355493E+02
   647   0.174352E+04   0.326474E+02   0.815768E-01  -0.371198E+02
   648   0.174236E+04   0.327796E+02   0.816402E-01  -0.386963E+02
   649   0.174138E+04   0.329065E+02   0.817041E-01  -0.402778E+02
   650   0.174060E+04   0.330281E+02   0.817684E-01  -0.418635E+02
   651   0.173999E+04   0.331443E+02   0.818331E-01  -0.434526E+02
   652   0.173958E+04   0.332551E+02   0.818984E-01  -0.450445E+02
   653   0.173935E+04   0.333605E+02   0.819641E-01  -0.466387E+02
   654   0.173932E+04   0.334604E+02   0.820304E-01  -0.482344E+02
   655   0.173949E+04   0.335548E+02   0.820972E-01  -0.498313E+02
   656   0.173983E+04   0.336438E+02   0.821645E-01  -0.514284E+02
   657   0.174037E+04   0.337273E+02   0.822325E-01  -0.530253E+02
   658   0.174110E+04   0.338053E+02   0.823011E-01  -0.546213E+02
   659   0.174202E+04   0.338777E+02   0.823703E-01  -0.562158E+02
   660   0.174313E+04   0.339445E+02   0.824402E-01  -0.578082E+02
   661   0.174442E+04   0.340056E+02   0.825108E-01  -0.593977E+02
   662   0.174590E+04   0.340611E+02   0.825821E-01  -0.609838E+02
   663   0.174757E+04   0.341109E+02   0.826541E-01  -0.625657E+02
   664   0.174943E+04   0.341550E+02   0.827268E-01  -0.641428E+02
   665   0.175147E+04   0.341934E+02   0.828003E-01  -0.657145E+02
   666   0.175370E+04   0.342261E+02   0.828746E-01  -0.672801E+02
   667   0.175610E+04   0.342532E+02   0.829496E-01  -0.688389E+02
   668   0.175870E+04   0.342745E+02   0.830255E-01  -0.703902E+02
   669   0.176146E+04   0.342901E+02   0.831022E-01  -0.719334E+02
   670   0.176442E+04   0.343000E+02   0.831798E-01  -0.734678E+02
   671   0.176755E+04   0.343042E+02   0.832582E-01  -0.749927E+02
   672   0.177085E+04   0.343027E+02   0.833375E-01  -0.765076E+02
   673   0.177433E+04   0.342956E+02   0.834178E-01  -0.780115E+02
   674   0.177798E+04   0.342827E+02   0.834989E-01  -0.795041E+02
   675   0.178181E+04   0.342643E+02   0.835809E-01  -0.809845E+02
   676   0.178581E+04   0.342401E+02   0.836639E-01  -0.824520E+02
   677   0.178997E+04   0.342104E+02   0.837479E-01  -0.839060E+02
   678   0.179430E+04   0.341750E+02   0.838328E-01  -0.853457E+02
   679   0.179879E+04   0.341340E+02   0.839187E-01  -0.867704E+02
   680   0.180345E+04   0.340873E+02   0.840056E-01  -0.881794E+02
   681   0.180826E+04   0.340351E+02   0.840935E-01  -0.895719E+02
   682   0.181322E+04   0.339772E+02   0.841825E-01  -0.909473E+02
   683   0.181833E+04   0.339137E+02   0.842724E-01  -0.923047E+02
   684   0.182361E+04   0.338446E+02   0.843634E-01  -0.936436E+02
   685   0.182902E+04   0.337702E+02   0.844555E-01  -0.949635E+02
   686   0.183458E+04   0.336903E+02   0.845486E-01  -0.962631E+02
   687   0.184028E+04   0.336051E+02   0.846428E-01  -0.975429E+02
   688   0.184612E+04   0.335147E+02   0.847380E-01  -0.988021E+02
   689   0.185211E+04   0.334190E+02   0.848344E-01  -0.100039E+03
   690   0.185822E+04   0.333184E+02   0.849318E-01  -0.101254E+03
   691   0.186447E+04   0.332126E+02   0.850303E-01  -0.102446E+03
   692   0.187084E+04   0.331019E+02   0.851299E-01  -0.103615E+03
   693   0.187734E+04   0.329862E+02   0.852306E-01  -0.104759E+03
   694   0.188396E+04   0.328656E+02   0.853324E-01  -0.105879E+03
   695   0.189070E+04   0.327402E+02   0.854353E-01  -0.106973E+03
   696   0.189755E+04   0.326100E+02   0.855393E-01  -0.108041E+03
   697   0.190451E+04   0.324751E+02   0.856445E-01  -0.109082E+03
   698   0.191157E+04   0.323355E+02   0.857507E-01  -0.110096E+03
   699   0.191873E+04   0.321913E+02   0.858581E-01  -0.111081E+03
   700   0.192600E+04   0.320426E+02   0.859665E-01  -0.112038E+03
   701   0.193335E+04   0.318895E+02   0.860761E-01  -0.112966E+03
   702   0.194079E+04   0.317320E+02   0.861867E-01  -0.113864E+03
   703   0.194832E+04   0.315702E+02   0.862985E-01  -0.114733E+03
   704   0.195595E+04   0.314042E+02   0.864113E-01  -0.115571E+03
   705   0.196364E+04   0.312341E+02   0.865252E-01  -0.116378E+03
   706   0.197142E+04   0.310600E+02   0.866402E-01  -0.117154E+03
   707   0.197926E+04   0.308819E+02   0.867563E-01  -0.117899E+03
   708   0.198718E+04   0.306998E+02   0.868734E-01  -0.118614E+03
   709   0.199517E+04   0.305140E+02   0.869916E-01  -0.119296E+03
   710   0.200322E+04   0.303244E+02   0.871108E-01  -0.119946E+03
   711   0.201133E+04   0.301312E+02   0.872311E-01  -0.120564E+03
   712   0.201950E+04   0.299345E+02   0.873524E-01  -0.121149E+03
   713   0.202772E+04   0.297342E+02   0.874747E-01  -0.121702E+03
   714   0.203599E+04   0.295306E+02   0.875979E-01  -0.122221E+03
   715   0.204431E+04   0.293236E+02   0.877222E-01  -0.122707E+03
   716   0.205266E+04   0.291134E+02   0.878474E-01  -0.123159E+03
   717   0.206105E+04   0.288999E+02   0.879736E-01  -0.123577E+03
   718   0.206947E+04   0.286833E+02   0.881007E-01  -0.123961E+03
   719   0.207792E+04   0.284638E+02   0.882288E-01  -0.124310E+03
   720   0.208639E+04   0.282414E+02   0.883577E-01  -0.124626E+03
   721   0.209489E+04   0.280163E+02   0.884875E-01  -0.124906E+03
   722   0.210340E+04   0.277886E+02   0.886182E-01  -0.125152E+03
   723   0.211193E+04   0.275584E+02   0.887498E-01  -0.125364E+03
   724   0.212047E+04   0.273260E+02   0.888821E-01  -0.125541E+03
   725   0.212902E+04   0.270914E+02   0.890153E-01  -0.125683E+03
   726   0.213757E+04   0.268546E+02   0.891492E-01  -0.125790E+03
   727   0.214613E+04   0.266159E+02   0.892839E-01  -0.125863E+03
   728   0.215468E+04   0.263754E+02   0.894194E-01  -0.125901E+03
   729   0.216322E+04   0.261331E+02   0.895556E-01  -0.125903E+03
   730   0.217175E+04   0.258891E+02   0.896925E-01  -0.125871E+03
   731   0.218026E+04   0.256437E+02   0.898300E-01  -0.125804E+03
   732   0.218875E+04   0.253967E+02   0.899682E-01  -0.125701E+03
   733   0.219722E+04   0.251486E+02   0.901070E-01  -0.125563E+03
   734   0.220565E+04   0.248992E+02   0.902465E-01  -0.125389E+03
   735   0.221404E+04   0.246489E+02   0.903865E-01  -0.125180E+03
   736   0.222241E+04   0.243977E+02   0.905270E-01  -0.124936E+03
   737   0.223072E+04   0.241457E+02   0.906681E-01  -0.124657E+03
   738   0.223898E+04   0.238931E+02   0.908097E-01  -0.124342E+03
   739   0.224719E+04   0.236400E+02   0.909518E-01  -0.123992E+03
   740   0.225534E+04   0.233866E+02   0.910943E-01  -0.123607E+03
   741   0.226342E+04   0.231331E+02   0.912372E-01  -0.123187E+03
   742   0.227144E+04   0.228795E+02   0.913805E-01  -0.122732E+03
   743   0.227938E+04   0.226260E+02   0.915242E-01  -0.122243E+03
   744   0.228724E+04   0.223727E+02   0.916683E-01  -0.121718E+03
   745   0.229502E+04   0.221200E+02   0.918126E-01  -0.121160E+03
   746   0.230271E+04   0.218677E+02   0.919573E-01  -0.120567E+03
   747   0.231030E+04   0.216162E+02   0.921022E-01  -0.119941E+03
   748   0.231779E+04   0.213655E+02   0.922473E-01  -0.119280E+03
   749   0.232519E+04   0.211158E+02   0.923926E-01  -0.118586E+03
   750   0.233247E+04   0.208672E+02   0.925381E-01  -0.117859E+03
   751   0.233965E+04   0.206198E+02   0.926838E-01  -0.117099E+03
   752   0.234670E+04   0.203738E+02   0.928296E-01  -0.116305E+03
   753   0.235363E+04   0.201292E+02   0.929754E-01  -0.115480E+03
   754   0.236045E+04   0.198860E+02   0.931213E-01  -0.114621E+03
   755   0.236715E+04   0.196446E+02   0.932673E-01  -0.113731E+03
   756   0.237371E+04   0.194049E+02   0.934132E-01  -0.112810E+03
   757   0.238016E+04   0.191671E+02   0.935591E-01  -0.111857E+03
   758   0.238648E+04   0.189311E+02   0.937049E-01  -0.110874E+03
   759   0.239268E+04   0.186973E+02   0.938507E-01  -0.109861E+03
   760   0.239874E+04   0.184657E+02   0.939963E-01  -0.108818E+03
   761   0.240467E+04   0.182364E+02   0.941418E-01  -0.107745E+03
   762   0.241047E+04   0.180094E+02   0.942871E-01  -0.106643E+03
   763   0.241613E+04   0.177848E+02   0.944322E-01  -0.105512E+03
   764   0.242163E+04   0.175628E+02   0.945770E-01  -0.104352E+03
   765   0.242700E+04   0.173434E+02   0.947216E-01  -0.103163E+03
   766   0.243221E+04   0.171266E+02   0.948658E-01  -0.101947E+03
   767   0.243727E+04   0.169126E+02   0.950097E-01  -0.100702E+03
   768   0.244217E+04   0.167015E+02   0.951533E-01  -0.994286E+02
   769   0.244690E+04   0.164934E+02   0.952964E-01  -0.981293E+02
   770   0.245148E+04   0.162884E+02   0.954391E-01  -0.968040E+02
   771   0.245589E+04   0.160866E+02   0.955814E-01  -0.954528E+02
   772   0.246012E+04   0.158882E+02   0.957231E-01  -0.940760E+02
   773   0.246418E+04   0.156932E+02   0.958643E-01  -0.926753E+02
   774   0.246807E+04   0.155017E+02   0.960050E-01  -0.912509E+02
   775   0.247178E+04   0.153139E+02   0.961451E-01  -0.898031E+02
   776   0.247531E+04   0.151298E+02   0.962845E-01  -0.883335E+02
   777   0.247867E+04   0.149495E+02   0.964233E-01  -0.868416E+02
   778   0.248186E+04   0.147731E+02   0.965614E-01  -0.853292E+02
   779   0.248487E+04   0.146007E+02   0.966988E-01  -0.837957E+02
   780   0.248771E+04   0.144323E+02   0.968355E-01  -0.822435E+02
   781   0.249037E+04   0.142681E+02   0.969713E-01  -0.806721E+02
   782   0.249285E+04   0.141081E+02   0.971064E-01  -0.790825E+02
   783   0.249515E+04   0.139524E+02   0.972406E-01  -0.774742E+02
   784   0.249727E+04   0.138011E+02   0.973739E-01  -0.758488E+02
   785   0.249920E+04   0.136542E+02   0.975064E-01  -0.742059E+02
   786   0.250092E+04   0.135117E+02   0.976378E-01  -0.725455E+02
